day,hour,station,parameter,value
1,1,28079004,01,6
1,1,28079008,01,3
1,1,28079017,01,5
1,1,28079018,01,5
1,1,28079024,01,5
1,1,28079035,01,7
1,1,28079036,01,7
1,1,28079040,01,5
1,1,28079057,01,7
1,1,28079004,06,0.3
1,1,28079008,06,0.2
1,1,28079016,06,0.3
1,1,28079018,06,0.3
1,1,28079024,06,0.2
1,1,28079035,06,0.3
1,1,28079036,06,0.1
1,1,28079039,06,0.3
1,1,28079056,06,0.4
1,1,28079057,06,0.2
1,1,28079004,07,3
1,1,28079008,07,2
1,1,28079011,07,1
1,1,28079016,07,4
1,1,28079017,07,1
1,1,28079018,07,1
1,1,28079024,07,1
1,1,28079027,07,3
1,1,28079035,07,1
1,1,28079036,07,3
1,1,28079039,07,2
1,1,28079040,07,3
1,1,28079047,07,1
1,1,28079048,07,1
1,1,28079049,07,4
1,1,28079050,07,8
1,1,28079054,07,8
1,1,28079055,07,2
1,1,28079056,07,33
1,1,28079057,07,3
1,1,28079058,07,1
1,1,28079059,07,2
1,1,28079060,07,2
1,1,28079004,08,50
1,1,28079008,08,48
1,1,28079011,08,43
1,1,28079016,08,56
1,1,28079017,08,38
1,1,28079018,08,48
1,1,28079024,08,26
1,1,28079027,08,36
1,1,28079035,08,53
1,1,28079036,08,46
1,1,28079039,08,50
1,1,28079040,08,49
1,1,28079047,08,36
1,1,28079048,08,57
1,1,28079049,08,30
1,1,28079050,08,54
1,1,28079054,08,37
1,1,28079055,08,48
1,1,28079056,08,105
1,1,28079057,08,36
1,1,28079058,08,23
1,1,28079059,08,30
1,1,28079060,08,34
1,1,28079008,09,25
1,1,28079024,09,18
1,1,28079047,09,17
1,1,28079050,09,19
1,1,28079008,10,42
1,1,28079018,10,31
1,1,28079024,10,29
1,1,28079036,10,32
1,1,28079040,10,32
1,1,28079047,10,28
1,1,28079050,10,28
1,1,28079055,10,33
1,1,28079057,10,28
1,1,28079060,10,29
1,1,28079008,14,68
1,1,28079016,14,74
1,1,28079017,14,53
1,1,28079018,14,68
1,1,28079024,14,83
1,1,28079027,14,88
1,1,28079035,14,75
1,1,28079039,14,67
1,1,28079049,14,68
1,1,28079054,14,82
1,1,28079056,14,23
1,1,28079058,14,65
1,1,28079059,14,86
1,1,28079060,14,95
1,1,28079008,20,3.4
1,1,28079011,20,4.3
1,1,28079018,20,0.9
1,1,28079024,20,0.7
1,1,28079055,20,2.2
1,1,28079008,30,0.7
1,1,28079011,30,1.3
1,1,28079018,30,0.1
1,1,28079024,30,0.7
1,1,28079055,30,0.4
1,1,28079008,35,1.2
1,1,28079011,35,0.4
1,1,28079018,35,0.2
1,1,28079024,35,0.7
1,1,28079055,35,0.5
1,1,28079008,42,1.35
1,1,28079024,42,1.31
1,1,28079027,42,1.37
1,1,28079055,42,1.4
1,1,28079058,42,1.54
1,1,28079008,44,0.18
1,1,28079024,44,0.08
1,1,28079027,44,0.22
1,1,28079055,44,0.1
1,1,28079058,44,0.27
1,10,28079004,01,7
1,10,28079008,01,4
1,10,28079017,01,5
1,10,28079018,01,5
1,10,28079024,01,6
1,10,28079035,01,7
1,10,28079036,01,7
1,10,28079040,01,6
1,10,28079057,01,7
1,10,28079004,06,0.5
1,10,28079008,06,0.3
1,10,28079016,06,0.3
1,10,28079018,06,0.4
1,10,28079024,06,0.3
1,10,28079035,06,0.4
1,10,28079036,06,0.1
1,10,28079039,06,0.3
1,10,28079056,06,0.3
1,10,28079057,06,0.2
1,10,28079004,07,51
1,10,28079008,07,37
1,10,28079011,07,16
1,10,28079016,07,14
1,10,28079017,07,3
1,10,28079018,07,11
1,10,28079024,07,15
1,10,28079027,07,8
1,10,28079035,07,20
1,10,28079036,07,15
1,10,28079039,07,11
1,10,28079040,07,9
1,10,28079047,07,10
1,10,28079048,07,52
1,10,28079049,07,12
1,10,28079050,07,10
1,10,28079054,07,20
1,10,28079055,07,10
1,10,28079056,07,25
1,10,28079057,07,10
1,10,28079058,07,2
1,10,28079059,07,11
1,10,28079060,07,7
1,10,28079004,08,79
1,10,28079008,08,78
1,10,28079011,08,53
1,10,28079016,08,55
1,10,28079017,08,30
1,10,28079018,08,57
1,10,28079024,08,60
1,10,28079027,08,29
1,10,28079035,08,65
1,10,28079036,08,41
1,10,28079039,08,41
1,10,28079040,08,40
1,10,28079047,08,58
1,10,28079048,08,68
1,10,28079049,08,66
1,10,28079050,08,39
1,10,28079054,08,30
1,10,28079055,08,46
1,10,28079056,08,55
1,10,28079057,08,37
1,10,28079058,08,17
1,10,28079059,08,29
1,10,28079060,08,40
1,10,28079008,09,27
1,10,28079024,09,22
1,10,28079047,09,16
1,10,28079050,09,18
1,10,28079008,10,74
1,10,28079018,10,34
1,10,28079024,10,58
1,10,28079036,10,23
1,10,28079040,10,36
1,10,28079047,10,41
1,10,28079050,10,31
1,10,28079055,10,69
1,10,28079057,10,46
1,10,28079060,10,65
1,10,28079008,14,23
1,10,28079016,14,43
1,10,28079017,14,26
1,10,28079018,14,40
1,10,28079024,14,34
1,10,28079027,14,54
1,10,28079035,14,26
1,10,28079039,14,39
1,10,28079049,14,19
1,10,28079054,14,40
1,10,28079056,14,37
1,10,28079058,14,66
1,10,28079059,14,53
1,10,28079060,14,53
1,10,28079008,20,7
1,10,28079011,20,5.1
1,10,28079018,20,0.6
1,10,28079024,20,1.5
1,10,28079055,20,1.7
1,10,28079008,30,1.6
1,10,28079011,30,1.6
1,10,28079018,30,0.2
1,10,28079024,30,0.8
1,10,28079055,30,0.2
1,10,28079008,35,2.4
1,10,28079011,35,0.8
1,10,28079018,35,0.3
1,10,28079024,35,1.4
1,10,28079055,35,0.3
1,10,28079008,42,1.43
1,10,28079024,42,1.41
1,10,28079027,42,1.34
1,10,28079055,42,1.36
1,10,28079058,42,1.46
1,10,28079008,44,0.22
1,10,28079024,44,0.08
1,10,28079027,44,0.19
1,10,28079055,44,0.07
1,10,28079058,44,0.21
1,11,28079004,01,6
1,11,28079008,01,4
1,11,28079017,01,6
1,11,28079018,01,6
1,11,28079024,01,6
1,11,28079035,01,7
1,11,28079036,01,7
1,11,28079040,01,6
1,11,28079057,01,7
1,11,28079004,06,0.4
1,11,28079008,06,0.2
1,11,28079016,06,0.2
1,11,28079018,06,1.1
1,11,28079024,06,0.3
1,11,28079035,06,0.4
1,11,28079036,06,0.1
1,11,28079039,06,0.3
1,11,28079056,06,0.3
1,11,28079057,06,0.2
1,11,28079004,07,24
1,11,28079008,07,20
1,11,28079011,07,18
1,11,28079016,07,11
1,11,28079017,07,4
1,11,28079018,07,11
1,11,28079024,07,15
1,11,28079027,07,8
1,11,28079035,07,16
1,11,28079036,07,18
1,11,28079039,07,13
1,11,28079040,07,10
1,11,28079047,07,5
1,11,28079048,07,16
1,11,28079049,07,9
1,11,28079050,07,9
1,11,28079054,07,16
1,11,28079055,07,9
1,11,28079056,07,23
1,11,28079057,07,9
1,11,28079058,07,4
1,11,28079059,07,9
1,11,28079060,07,6
1,11,28079004,08,63
1,11,28079008,08,55
1,11,28079011,08,55
1,11,28079016,08,39
1,11,28079017,08,33
1,11,28079018,08,55
1,11,28079024,08,57
1,11,28079027,08,25
1,11,28079035,08,60
1,11,28079036,08,49
1,11,28079039,08,40
1,11,28079040,08,38
1,11,28079047,08,45
1,11,28079048,08,55
1,11,28079049,08,51
1,11,28079050,08,40
1,11,28079054,08,20
1,11,28079055,08,39
1,11,28079056,08,49
1,11,28079057,08,37
1,11,28079058,08,26
1,11,28079059,08,23
1,11,28079060,08,31
1,11,28079008,09,20
1,11,28079024,09,20
1,11,28079047,09,14
1,11,28079050,09,16
1,11,28079008,10,42
1,11,28079018,10,31
1,11,28079024,10,42
1,11,28079036,10,17
1,11,28079040,10,41
1,11,28079047,10,31
1,11,28079050,10,33
1,11,28079055,10,23
1,11,28079057,10,29
1,11,28079060,10,15
1,11,28079008,14,43
1,11,28079016,14,70
1,11,28079017,14,32
1,11,28079018,14,49
1,11,28079024,14,44
1,11,28079027,14,65
1,11,28079035,14,44
1,11,28079039,14,47
1,11,28079049,14,38
1,11,28079054,14,66
1,11,28079056,14,46
1,11,28079058,14,67
1,11,28079059,14,68
1,11,28079060,14,67
1,11,28079008,20,6.1
1,11,28079011,20,4.9
1,11,28079018,20,1.5
1,11,28079024,20,2.4
1,11,28079055,20,1.7
1,11,28079008,30,1.2
1,11,28079011,30,1.5
1,11,28079018,30,0.1
1,11,28079024,30,0.9
1,11,28079055,30,0.2
1,11,28079008,35,1.9
1,11,28079011,35,0.7
1,11,28079018,35,0.2
1,11,28079024,35,1.6
1,11,28079055,35,0.3
1,11,28079008,42,1.36
1,11,28079024,42,1.36
1,11,28079027,42,1.34
1,11,28079055,42,1.37
1,11,28079058,42,1.47
1,11,28079008,44,0.17
1,11,28079024,44,0.08
1,11,28079027,44,0.19
1,11,28079055,44,0.08
1,11,28079058,44,0.22
1,12,28079004,01,6
1,12,28079008,01,4
1,12,28079017,01,6
1,12,28079018,01,6
1,12,28079024,01,6
1,12,28079035,01,7
1,12,28079036,01,7
1,12,28079040,01,6
1,12,28079057,01,7
1,12,28079004,06,0.3
1,12,28079008,06,0.2
1,12,28079016,06,0.2
1,12,28079018,06,0.3
1,12,28079024,06,0.2
1,12,28079035,06,0.3
1,12,28079036,06,0.1
1,12,28079039,06,0.6
1,12,28079056,06,0.3
1,12,28079057,06,0.2
1,12,28079004,07,16
1,12,28079008,07,16
1,12,28079011,07,18
1,12,28079016,07,13
1,12,28079017,07,2
1,12,28079018,07,6
1,12,28079024,07,9
1,12,28079027,07,6
1,12,28079035,07,11
1,12,28079036,07,15
1,12,28079039,07,13
1,12,28079040,07,7
1,12,28079047,07,4
1,12,28079048,07,10
1,12,28079049,07,6
1,12,28079050,07,8
1,12,28079054,07,14
1,12,28079055,07,7
1,12,28079056,07,23
1,12,28079057,07,10
1,12,28079058,07,3
1,12,28079059,07,7
1,12,28079060,07,6
1,12,28079004,08,50
1,12,28079008,08,52
1,12,28079011,08,56
1,12,28079016,08,31
1,12,28079017,08,21
1,12,28079018,08,47
1,12,28079024,08,44
1,12,28079027,08,21
1,12,28079035,08,57
1,12,28079036,08,49
1,12,28079039,08,43
1,12,28079040,08,25
1,12,28079047,08,38
1,12,28079048,08,46
1,12,28079049,08,43
1,12,28079050,08,39
1,12,28079054,08,14
1,12,28079055,08,31
1,12,28079056,08,53
1,12,28079057,08,38
1,12,28079058,08,24
1,12,28079059,08,20
1,12,28079060,08,34
1,12,28079008,09,19
1,12,28079024,09,17
1,12,28079047,09,16
1,12,28079050,09,13
1,12,28079008,10,46
1,12,28079018,10,34
1,12,28079024,10,36
1,12,28079036,10,21
1,12,28079040,10,31
1,12,28079047,10,36
1,12,28079050,10,36
1,12,28079055,10,15
1,12,28079057,10,33
1,12,28079060,10,32
1,12,28079008,14,54
1,12,28079016,14,91
1,12,28079017,14,47
1,12,28079018,14,65
1,12,28079024,14,62
1,12,28079027,14,84
1,12,28079035,14,60
1,12,28079039,14,57
1,12,28079049,14,56
1,12,28079054,14,85
1,12,28079056,14,58
1,12,28079058,14,84
1,12,28079059,14,89
1,12,28079060,14,81
1,12,28079008,20,2.3
1,12,28079011,20,5.5
1,12,28079018,20,4.7
1,12,28079024,20,2.7
1,12,28079055,20,1.8
1,12,28079008,30,0.4
1,12,28079011,30,1.7
1,12,28079018,30,0.8
1,12,28079024,30,0.8
1,12,28079055,30,0.2
1,12,28079008,35,0.7
1,12,28079011,35,0.7
1,12,28079018,35,0.7
1,12,28079024,35,1.8
1,12,28079055,35,0.3
1,12,28079008,42,1.34
1,12,28079024,42,1.36
1,12,28079027,42,1.35
1,12,28079055,42,1.37
1,12,28079058,42,1.48
1,12,28079008,44,0.17
1,12,28079024,44,0.07
1,12,28079027,44,0.19
1,12,28079055,44,0.08
1,12,28079058,44,0.23
1,13,28079004,01,6
1,13,28079008,01,4
1,13,28079017,01,6
1,13,28079018,01,6
1,13,28079024,01,7
1,13,28079035,01,7
1,13,28079036,01,7
1,13,28079040,01,7
1,13,28079057,01,8
1,13,28079004,06,0.3
1,13,28079008,06,0.2
1,13,28079016,06,0.4
1,13,28079018,06,0.3
1,13,28079024,06,0.2
1,13,28079035,06,0.3
1,13,28079036,06,0.1
1,13,28079039,06,0.9
1,13,28079056,06,0.3
1,13,28079057,06,0.2
1,13,28079004,07,10
1,13,28079008,07,8
1,13,28079011,07,26
1,13,28079016,07,12
1,13,28079017,07,2
1,13,28079018,07,3
1,13,28079024,07,5
1,13,28079027,07,5
1,13,28079035,07,7
1,13,28079036,07,13
1,13,28079039,07,12
1,13,28079040,07,6
1,13,28079047,07,2
1,13,28079048,07,10
1,13,28079049,07,5
1,13,28079050,07,6
1,13,28079054,07,13
1,13,28079055,07,5
1,13,28079056,07,16
1,13,28079057,07,8
1,13,28079058,07,4
1,13,28079059,07,6
1,13,28079060,07,6
1,13,28079004,08,40
1,13,28079008,08,40
1,13,28079011,08,74
1,13,28079016,08,39
1,13,28079017,08,21
1,13,28079018,08,41
1,13,28079024,08,33
1,13,28079027,08,20
1,13,28079035,08,45
1,13,28079036,08,49
1,13,28079039,08,44
1,13,28079040,08,28
1,13,28079047,08,28
1,13,28079048,08,49
1,13,28079049,08,34
1,13,28079050,08,37
1,13,28079054,08,16
1,13,28079055,08,28
1,13,28079056,08,42
1,13,28079057,08,37
1,13,28079058,08,31
1,13,28079059,08,18
1,13,28079060,08,36
1,13,28079008,09,9
1,13,28079024,09,17
1,13,28079047,09,17
1,13,28079050,09,13
1,13,28079008,10,46
1,13,28079018,10,24
1,13,28079024,10,35
1,13,28079036,10,18
1,13,28079040,10,39
1,13,28079047,10,34
1,13,28079050,10,35
1,13,28079055,10,21
1,13,28079057,10,34
1,13,28079060,10,28
1,13,28079008,14,76
1,13,28079016,14,107
1,13,28079017,14,56
1,13,28079018,14,90
1,13,28079024,14,84
1,13,28079027,14,101
1,13,28079035,14,84
1,13,28079039,14,72
1,13,28079049,14,81
1,13,28079054,14,98
1,13,28079056,14,82
1,13,28079058,14,94
1,13,28079059,14,104
1,13,28079060,14,93
1,13,28079008,20,1
1,13,28079011,20,6.9
1,13,28079018,20,0.9
1,13,28079024,20,2.5
1,13,28079055,20,1.8
1,13,28079008,30,0.2
1,13,28079011,30,2.7
1,13,28079018,30,0.2
1,13,28079024,30,0.8
1,13,28079055,30,0.2
1,13,28079008,35,0.3
1,13,28079011,35,1.6
1,13,28079018,35,0.3
1,13,28079024,35,1.7
1,13,28079055,35,0.2
1,13,28079008,42,1.39
1,13,28079024,42,1.47
1,13,28079027,42,1.32
1,13,28079055,42,1.34
1,13,28079058,42,1.5
1,13,28079008,44,0.18
1,13,28079024,44,0.06
1,13,28079027,44,0.18
1,13,28079055,44,0.07
1,13,28079058,44,0.25
1,14,28079004,01,6
1,14,28079008,01,4
1,14,28079017,01,6
1,14,28079018,01,6
1,14,28079024,01,6
1,14,28079035,01,7
1,14,28079036,01,8
1,14,28079040,01,6
1,14,28079057,01,7
1,14,28079004,06,0.3
1,14,28079008,06,0.2
1,14,28079016,06,0.3
1,14,28079018,06,0.3
1,14,28079024,06,0.2
1,14,28079035,06,0.3
1,14,28079036,06,0.1
1,14,28079039,06,0.3
1,14,28079056,06,0.3
1,14,28079057,06,0.2
1,14,28079004,07,8
1,14,28079008,07,15
1,14,28079011,07,22
1,14,28079016,07,9
1,14,28079017,07,2
1,14,28079018,07,2
1,14,28079024,07,2
1,14,28079027,07,4
1,14,28079035,07,1
1,14,28079036,07,15
1,14,28079039,07,11
1,14,28079040,07,5
1,14,28079047,07,1
1,14,28079048,07,14
1,14,28079049,07,4
1,14,28079050,07,6
1,14,28079054,07,10
1,14,28079055,07,5
1,14,28079056,07,10
1,14,28079057,07,7
1,14,28079058,07,3
1,14,28079059,07,5
1,14,28079060,07,5
1,14,28079004,08,33
1,14,28079008,08,52
1,14,28079011,08,68
1,14,28079016,08,36
1,14,28079017,08,23
1,14,28079018,08,37
1,14,28079024,08,19
1,14,28079027,08,20
1,14,28079035,08,33
1,14,28079036,08,46
1,14,28079039,08,40
1,14,28079040,08,21
1,14,28079047,08,22
1,14,28079048,08,55
1,14,28079049,08,21
1,14,28079050,08,37
1,14,28079054,08,7
1,14,28079055,08,24
1,14,28079056,08,40
1,14,28079057,08,36
1,14,28079058,08,26
1,14,28079059,08,12
1,14,28079060,08,40
1,14,28079008,09,15
1,14,28079024,09,12
1,14,28079047,09,13
1,14,28079050,09,12
1,14,28079008,10,47
1,14,28079018,10,11
1,14,28079024,10,19
1,14,28079036,10,8
1,14,28079040,10,31
1,14,28079047,10,24
1,14,28079050,10,36
1,14,28079055,10,8
1,14,28079057,10,12
1,14,28079060,10,8
1,14,28079008,14,81
1,14,28079016,14,125
1,14,28079017,14,61
1,14,28079018,14,106
1,14,28079024,14,106
1,14,28079027,14,110
1,14,28079035,14,107
1,14,28079039,14,89
1,14,28079049,14,102
1,14,28079054,14,110
1,14,28079056,14,98
1,14,28079058,14,109
1,14,28079059,14,120
1,14,28079060,14,109
1,14,28079008,20,1
1,14,28079011,20,6.1
1,14,28079018,20,0.8
1,14,28079024,20,2.1
1,14,28079055,20,1.3
1,14,28079008,30,0.2
1,14,28079011,30,2.3
1,14,28079018,30,0.2
1,14,28079024,30,1
1,14,28079055,30,0.2
1,14,28079008,35,0.3
1,14,28079011,35,1.3
1,14,28079018,35,0.3
1,14,28079024,35,1.6
1,14,28079055,35,0.2
1,14,28079008,42,1.39
1,14,28079024,42,1.36
1,14,28079027,42,1.38
1,14,28079055,42,1.43
1,14,28079058,42,1.54
1,14,28079008,44,0.18
1,14,28079024,44,0.06
1,14,28079027,44,0.19
1,14,28079055,44,0.07
1,14,28079058,44,0.25
1,15,28079004,01,6
1,15,28079008,01,4
1,15,28079017,01,6
1,15,28079018,01,6
