day,hour,station,parameter,value
1,1,28079004,01,6
1,1,28079008,01,13
1,1,28079017,01,7
1,1,28079018,01,4
1,1,28079024,01,3
1,1,28079035,01,11
1,1,28079036,01,12
1,1,28079038,01,4
1,1,28079040,01,4
1,1,28079057,01,10
1,1,28079004,06,0.4
1,1,28079008,06,0.5
1,1,28079016,06,0.4
1,1,28079018,06,0.2
1,1,28079024,06,0.3
1,1,28079035,06,0.5
1,1,28079036,06,0.4
1,1,28079039,06,0.4
1,1,28079056,06,0.4
1,1,28079057,06,0.4
1,1,28079004,07,17
1,1,28079008,07,19
1,1,28079011,07,11
1,1,28079016,07,7
1,1,28079017,07,3
1,1,28079018,07,5
1,1,28079024,07,2
1,1,28079027,07,15
1,1,28079035,07,20
1,1,28079036,07,42
1,1,28079038,07,15
1,1,28079039,07,9
1,1,28079040,07,3
1,1,28079047,07,13
1,1,28079048,07,2
1,1,28079049,07,1
1,1,28079050,07,7
1,1,28079054,07,7
1,1,28079055,07,39
1,1,28079056,07,75
1,1,28079057,07,4
1,1,28079058,07,3
1,1,28079059,07,7
1,1,28079060,07,8
1,1,28079004,08,59
1,1,28079008,08,66
1,1,28079011,08,57
1,1,28079016,08,65
1,1,28079017,08,40
1,1,28079018,08,54
1,1,28079024,08,44
1,1,28079027,08,48
1,1,28079035,08,62
1,1,28079036,08,62
1,1,28079038,08,50
1,1,28079039,08,59
1,1,28079040,08,38
1,1,28079047,08,41
1,1,28079048,08,44
1,1,28079049,08,48
1,1,28079050,08,59
1,1,28079054,08,57
1,1,28079055,08,75
1,1,28079056,08,63
1,1,28079057,08,40
1,1,28079058,08,26
1,1,28079059,08,32
1,1,28079060,08,54
1,1,28079008,09,16
1,1,28079024,09,10
1,1,28079038,09,12
1,1,28079047,09,13
1,1,28079048,09,8
1,1,28079050,09,13
1,1,28079008,10,22
1,1,28079018,10,19
1,1,28079024,10,17
1,1,28079036,10,25
1,1,28079038,10,18
1,1,28079040,10,13
1,1,28079047,10,17
1,1,28079048,10,12
1,1,28079050,10,18
1,1,28079055,10,19
1,1,28079057,10,14
1,1,28079060,10,16
1,1,28079008,14,12
1,1,28079016,14,4
1,1,28079017,14,22
1,1,28079018,14,19
1,1,28079024,14,28
1,1,28079027,14,3
1,1,28079035,14,16
1,1,28079039,14,13
1,1,28079049,14,18
1,1,28079054,14,22
1,1,28079056,14,14
1,1,28079058,14,11
1,1,28079059,14,20
1,1,28079060,14,26
1,1,28079008,20,2.6
1,1,28079011,20,5.7
1,1,28079018,20,2
1,1,28079024,20,3
1,1,28079038,20,2.8
1,1,28079055,20,8.4
1,1,28079008,30,0.9
1,1,28079011,30,2.4
1,1,28079018,30,0.5
1,1,28079024,30,0.5
1,1,28079038,30,0.2
1,1,28079055,30,3.5
1,1,28079008,35,0.4
1,1,28079011,35,0.8
1,1,28079018,35,0.2
1,1,28079024,35,0.2
1,1,28079038,35,0.5
1,1,28079055,35,1.6
1,1,28079008,42,1.36
1,1,28079024,42,1.27
1,1,28079055,42,1.44
1,1,28079008,44,0.04
1,1,28079024,44,0.13
1,1,28079055,44,0.14
1,10,28079004,01,5
1,10,28079008,01,12
1,10,28079017,01,7
1,10,28079018,01,3
1,10,28079024,01,3
1,10,28079035,01,14
1,10,28079036,01,32
1,10,28079038,01,3
1,10,28079040,01,4
1,10,28079057,01,11
1,10,28079004,06,0.2
1,10,28079008,06,0.3
1,10,28079016,06,0.2
1,10,28079018,06,0.2
1,10,28079024,06,0.2
1,10,28079035,06,0.3
1,10,28079036,06,0.5
1,10,28079039,06,0.3
1,10,28079056,06,0.2
1,10,28079057,06,0.2
1,10,28079004,07,11
1,10,28079008,07,7
1,10,28079011,07,5
1,10,28079016,07,2
1,10,28079017,07,1
1,10,28079018,07,3
1,10,28079024,07,2
1,10,28079027,07,1
1,10,28079035,07,19
1,10,28079036,07,3
1,10,28079038,07,5
1,10,28079039,07,7
1,10,28079040,07,2
1,10,28079047,07,9
1,10,28079048,07,3
1,10,28079049,07,1
1,10,28079050,07,5
1,10,28079054,07,3
1,10,28079055,07,12
1,10,28079056,07,7
1,10,28079057,07,3
1,10,28079058,07,2
1,10,28079059,07,6
1,10,28079060,07,2
1,10,28079004,08,26
1,10,28079008,08,25
1,10,28079011,08,18
1,10,28079016,08,17
1,10,28079017,08,9
1,10,28079018,08,11
1,10,28079024,08,7
1,10,28079027,08,5
1,10,28079035,08,30
1,10,28079036,08,11
1,10,28079038,08,14
1,10,28079039,08,23
1,10,28079040,08,11
1,10,28079047,08,2
1,10,28079048,08,12
1,10,28079049,08,9
1,10,28079050,08,17
1,10,28079054,08,13
1,10,28079055,08,24
1,10,28079056,08,27
1,10,28079057,08,17
1,10,28079058,08,9
1,10,28079059,08,5
1,10,28079060,08,16
1,10,28079008,09,15
1,10,28079024,09,5
1,10,28079038,09,4
1,10,28079047,09,1
1,10,28079048,09,6
1,10,28079050,09,3
1,10,28079008,10,19
1,10,28079018,10,3
1,10,28079024,10,8
1,10,28079036,10,2
1,10,28079038,10,7
1,10,28079040,10,5
1,10,28079047,10,1
1,10,28079048,10,8
1,10,28079050,10,5
1,10,28079055,10,1
1,10,28079057,10,2
1,10,28079060,10,6
1,10,28079008,14,44
1,10,28079016,14,50
1,10,28079017,14,58
1,10,28079018,14,56
1,10,28079024,14,81
1,10,28079027,14,56
1,10,28079035,14,44
1,10,28079039,14,38
1,10,28079049,14,59
1,10,28079054,14,63
1,10,28079056,14,59
1,10,28079058,14,42
1,10,28079059,14,55
1,10,28079060,14,51
1,10,28079008,20,1.4
1,10,28079011,20,2.6
1,10,28079018,20,0.3
1,10,28079024,20,0.6
1,10,28079038,20,1
1,10,28079055,20,5.5
1,10,28079008,30,0.4
1,10,28079011,30,0.6
1,10,28079018,30,0.2
1,10,28079024,30,0.2
1,10,28079038,30,0.2
1,10,28079055,30,7.2
1,10,28079008,35,0.2
1,10,28079011,35,0.2
1,10,28079018,35,0.1
1,10,28079024,35,0.1
1,10,28079038,35,0.1
1,10,28079055,35,0.9
1,10,28079008,42,1.33
1,10,28079024,42,1.23
1,10,28079055,42,1.45
1,10,28079008,44,0.01
1,10,28079024,44,0.09
1,10,28079055,44,0.09
1,11,28079004,01,5
1,11,28079008,01,12
1,11,28079017,01,7
1,11,28079018,01,3
1,11,28079024,01,2
1,11,28079035,01,15
1,11,28079036,01,25
1,11,28079038,01,4
1,11,28079040,01,4
1,11,28079057,01,10
1,11,28079004,06,0.2
1,11,28079008,06,0.4
1,11,28079016,06,0.2
1,11,28079018,06,0.2
1,11,28079024,06,0.2
1,11,28079035,06,0.3
1,11,28079036,06,0.6
1,11,28079039,06,0.2
1,11,28079056,06,0.2
1,11,28079057,06,0.2
1,11,28079004,07,7
1,11,28079008,07,6
1,11,28079011,07,3
1,11,28079016,07,1
1,11,28079017,07,1
1,11,28079018,07,3
1,11,28079024,07,1
1,11,28079027,07,1
1,11,28079035,07,5
1,11,28079036,07,4
1,11,28079038,07,4
1,11,28079039,07,5
1,11,28079040,07,2
1,11,28079047,07,10
1,11,28079048,07,3
1,11,28079049,07,1
1,11,28079050,07,3
1,11,28079054,07,2
1,11,28079055,07,10
1,11,28079056,07,7
1,11,28079057,07,2
1,11,28079058,07,1
1,11,28079059,07,4
1,11,28079060,07,1
1,11,28079004,08,22
1,11,28079008,08,21
1,11,28079011,08,9
1,11,28079016,08,9
1,11,28079017,08,8
1,11,28079018,08,10
1,11,28079024,08,6
1,11,28079027,08,6
1,11,28079035,08,20
1,11,28079036,08,11
1,11,28079038,08,10
1,11,28079039,08,13
1,11,28079040,08,9
1,11,28079047,08,1
1,11,28079048,08,10
1,11,28079049,08,8
1,11,28079050,08,9
1,11,28079054,08,12
1,11,28079055,08,19
1,11,28079056,08,28
1,11,28079057,08,11
1,11,28079058,08,7
1,11,28079059,08,2
1,11,28079060,08,10
1,11,28079008,09,3
1,11,28079024,09,3
1,11,28079038,09,5
1,11,28079047,09,3
1,11,28079048,09,4
1,11,28079050,09,1
1,11,28079008,10,6
1,11,28079018,10,8
1,11,28079024,10,6
1,11,28079036,10,4
1,11,28079038,10,8
1,11,28079040,10,14
1,11,28079047,10,4
1,11,28079048,10,7
1,11,28079050,10,2
1,11,28079055,10,2
1,11,28079057,10,1
1,11,28079060,10,1
1,11,28079008,14,66
1,11,28079016,14,80
1,11,28079017,14,78
1,11,28079018,14,73
1,11,28079024,14,102
1,11,28079027,14,78
1,11,28079035,14,68
1,11,28079039,14,71
1,11,28079049,14,79
1,11,28079054,14,85
1,11,28079056,14,75
1,11,28079058,14,71
1,11,28079059,14,75
1,11,28079060,14,79
1,11,28079008,20,0.8
1,11,28079011,20,1.6
1,11,28079018,20,0.3
1,11,28079024,20,0.3
1,11,28079038,20,0.8
1,11,28079055,20,3.2
1,11,28079008,30,0.6
1,11,28079011,30,0.5
1,11,28079018,30,0.1
1,11,28079024,30,0.2
1,11,28079038,30,0.1
1,11,28079055,30,10.9
1,11,28079008,35,0.1
1,11,28079011,35,0.1
1,11,28079018,35,0.1
1,11,28079024,35,0.1
1,11,28079038,35,0.1
1,11,28079055,35,0.9
1,11,28079008,42,1.31
1,11,28079024,42,1.23
1,11,28079055,42,1.4
1,11,28079008,44,0.01
1,11,28079024,44,0.09
1,11,28079055,44,0.12
1,12,28079004,01,5
1,12,28079008,01,14
1,12,28079017,01,7
1,12,28079018,01,3
1,12,28079024,01,2
1,12,28079035,01,12
1,12,28079036,01,24
1,12,28079038,01,4
1,12,28079040,01,4
1,12,28079057,01,10
1,12,28079004,06,0.2
1,12,28079008,06,0.3
1,12,28079016,06,0.2
1,12,28079018,06,0.2
1,12,28079024,06,0.2
1,12,28079035,06,0.3
1,12,28079036,06,0.4
1,12,28079039,06,0.3
1,12,28079056,06,0.3
1,12,28079057,06,0.3
1,12,28079004,07,6
1,12,28079008,07,7
1,12,28079011,07,6
1,12,28079016,07,1
1,12,28079017,07,1
1,12,28079018,07,3
1,12,28079024,07,1
1,12,28079027,07,1
1,12,28079035,07,5
1,12,28079036,07,3
1,12,28079038,07,4
1,12,28079039,07,5
1,12,28079040,07,2
1,12,28079047,07,10
1,12,28079048,07,4
1,12,28079049,07,1
1,12,28079050,07,3
1,12,28079054,07,3
1,12,28079055,07,10
1,12,28079056,07,9
1,12,28079057,07,1
1,12,28079058,07,1
1,12,28079059,07,4
1,12,28079060,07,1
1,12,28079004,08,18
1,12,28079008,08,23
1,12,28079011,08,12
1,12,28079016,08,8
1,12,28079017,08,7
1,12,28079018,08,10
1,12,28079024,08,4
1,12,28079027,08,7
1,12,28079035,08,19
1,12,28079036,08,11
1,12,28079038,08,10
1,12,28079039,08,12
1,12,28079040,08,9
1,12,28079047,08,1
1,12,28079048,08,11
1,12,28079049,08,7
1,12,28079050,08,10
1,12,28079054,08,13
1,12,28079055,08,16
1,12,28079056,08,33
1,12,28079057,08,6
1,12,28079058,08,5
1,12,28079059,08,1
1,12,28079060,08,9
1,12,28079008,09,1
1,12,28079024,09,6
1,12,28079038,09,8
1,12,28079047,09,5
1,12,28079048,09,8
1,12,28079050,09,3
