day,hour,station,parameter,value
1,1,28079004,01,6
1,1,28079008,01,10
1,1,28079017,01,3
1,1,28079018,01,7
1,1,28079024,01,2
1,1,28079035,01,5
1,1,28079036,01,5
1,1,28079038,01,5
1,1,28079040,01,4
1,1,28079057,01,6
1,1,28079004,06,0.2
1,1,28079008,06,0.4
1,1,28079016,06,0.2
1,1,28079018,06,0.9
1,1,28079024,06,0.2
1,1,28079035,06,0.4
1,1,28079036,06,0.2
1,1,28079039,06,0.2
1,1,28079056,06,0.6
1,1,28079057,06,0.2
1,1,28079004,07,6
1,1,28079008,07,4
1,1,28079011,07,5
1,1,28079016,07,1
1,1,28079017,07,10
1,1,28079018,07,1
1,1,28079024,07,1
1,1,28079027,07,8
1,1,28079035,07,6
1,1,28079036,07,1
1,1,28079038,07,11
1,1,28079039,07,2
1,1,28079040,07,2
1,1,28079047,07,2
1,1,28079048,07,1
1,1,28079049,07,4
1,1,28079050,07,4
1,1,28079054,07,3
1,1,28079055,07,2
1,1,28079056,07,19
1,1,28079057,07,1
1,1,28079058,07,1
1,1,28079059,07,1
1,1,28079060,07,1
1,1,28079004,08,21
1,1,28079008,08,27
1,1,28079011,08,13
1,1,28079016,08,7
1,1,28079017,08,44
1,1,28079018,08,17
1,1,28079024,08,5
1,1,28079027,08,45
1,1,28079035,08,35
1,1,28079036,08,2
1,1,28079038,08,32
1,1,28079039,08,16
1,1,28079040,08,14
1,1,28079047,08,30
1,1,28079048,08,21
1,1,28079049,08,9
1,1,28079050,08,22
1,1,28079054,08,19
1,1,28079055,08,38
1,1,28079056,08,56
1,1,28079057,08,5
1,1,28079058,08,1
1,1,28079059,08,2
1,1,28079060,08,7
1,1,28079008,09,4
1,1,28079024,09,4
1,1,28079038,09,2
1,1,28079047,09,5
1,1,28079048,09,1
1,1,28079050,09,6
1,1,28079008,10,7
1,1,28079018,10,8
1,1,28079024,10,10
1,1,28079036,10,3
1,1,28079038,10,9
1,1,28079040,10,9
1,1,28079047,10,9
1,1,28079048,10,2
1,1,28079050,10,13
1,1,28079055,10,8
1,1,28079057,10,7
1,1,28079060,10,6
1,1,28079008,14,37
1,1,28079016,14,55
1,1,28079017,14,15
1,1,28079018,14,45
1,1,28079024,14,59
1,1,28079027,14,17
1,1,28079035,14,30
1,1,28079039,14,50
1,1,28079049,14,44
1,1,28079054,14,48
1,1,28079056,14,13
1,1,28079058,14,66
1,1,28079059,14,70
1,1,28079060,14,63
1,1,28079008,20,2.2
1,1,28079011,20,4
1,1,28079018,20,0.5
1,1,28079038,20,3
1,1,28079055,20,0.6
1,1,28079008,30,0.5
1,1,28079011,30,1.8
1,1,28079018,30,0.2
1,1,28079038,30,0.5
1,1,28079055,30,0.3
1,1,28079008,35,0.1
1,1,28079011,35,2.3
1,1,28079018,35,0.1
1,1,28079038,35,0.6
1,1,28079055,35,0.2
1,1,28079008,42,1.37
1,1,28079024,42,1.4
1,1,28079055,42,1.6
1,1,28079008,44,0.22
1,1,28079024,44,0.22
1,1,28079055,44,0.38
1,10,28079004,01,12
1,10,28079008,01,16
1,10,28079017,01,8
1,10,28079018,01,11
1,10,28079024,01,3
1,10,28079035,01,8
1,10,28079036,01,19
1,10,28079038,01,9
1,10,28079040,01,11
1,10,28079057,01,12
1,10,28079004,06,0.8
1,10,28079008,06,1.3
1,10,28079016,06,1.3
1,10,28079018,06,1.4
1,10,28079024,06,0.3
1,10,28079035,06,0.6
1,10,28079036,06,2.3
1,10,28079039,06,1.7
1,10,28079056,06,1.1
1,10,28079057,06,1
1,10,28079004,07,131
1,10,28079008,07,160
1,10,28079011,07,246
1,10,28079016,07,261
1,10,28079017,07,172
1,10,28079018,07,117
1,10,28079024,07,27
1,10,28079027,07,23
1,10,28079035,07,51
1,10,28079036,07,265
1,10,28079038,07,120
1,10,28079039,07,287
1,10,28079040,07,200
1,10,28079047,07,182
1,10,28079048,07,89
1,10,28079049,07,47
1,10,28079050,07,152
1,10,28079054,07,162
1,10,28079055,07,23
1,10,28079056,07,241
1,10,28079057,07,203
1,10,28079058,07,27
1,10,28079059,07,10
1,10,28079060,07,242
1,10,28079004,08,72
1,10,28079008,08,122
1,10,28079011,08,142
1,10,28079016,08,110
1,10,28079017,08,103
1,10,28079018,08,79
1,10,28079024,08,55
1,10,28079027,08,48
1,10,28079035,08,83
1,10,28079036,08,147
1,10,28079038,08,96
1,10,28079039,08,143
1,10,28079040,08,115
1,10,28079047,08,94
1,10,28079048,08,98
1,10,28079049,08,28
1,10,28079050,08,114
1,10,28079054,08,109
1,10,28079055,08,59
1,10,28079056,08,132
1,10,28079057,08,115
