day,hour,station,parameter,value
1,1,28079004,01,5
1,1,28079008,01,4
1,1,28079017,01,3
1,1,28079018,01,5
1,1,28079024,01,2
1,1,28079035,01,5
1,1,28079036,01,1
1,1,28079038,01,4
1,1,28079040,01,2
1,1,28079057,01,5
1,1,28079004,06,0.5
1,1,28079008,06,0.4
1,1,28079016,06,0.4
1,1,28079018,06,0.4
1,1,28079024,06,0.3
1,1,28079035,06,0.6
1,1,28079036,06,0.3
1,1,28079039,06,1
1,1,28079056,06,0.6
1,1,28079057,06,0.5
1,1,28079004,07,48
1,1,28079008,07,22
1,1,28079011,07,51
1,1,28079016,07,7
1,1,28079017,07,4
1,1,28079018,07,32
1,1,28079024,07,1
1,1,28079027,07,22
1,1,28079035,07,41
1,1,28079036,07,3
1,1,28079038,07,41
1,1,28079039,07,144
1,1,28079040,07,1
1,1,28079047,07,20
1,1,28079048,07,23
1,1,28079049,07,11
1,1,28079050,07,9
1,1,28079054,07,3
1,1,28079055,07,22
1,1,28079056,07,140
1,1,28079057,07,16
1,1,28079058,07,1
1,1,28079059,07,15
1,1,28079060,07,15
1,1,28079004,08,112
1,1,28079008,08,81
1,1,28079011,08,92
1,1,28079016,08,79
1,1,28079017,08,75
1,1,28079018,08,93
1,1,28079024,08,60
1,1,28079027,08,111
1,1,28079035,08,100
1,1,28079036,08,49
1,1,28079038,08,113
1,1,28079039,08,166
1,1,28079040,08,34
1,1,28079047,08,82
1,1,28079048,08,86
1,1,28079049,08,95
1,1,28079050,08,82
1,1,28079054,08,10
1,1,28079055,08,91
1,1,28079056,08,152
1,1,28079057,08,111
1,1,28079058,08,25
1,1,28079059,08,57
1,1,28079060,08,108
1,1,28079008,09,21
1,1,28079024,09,20
1,1,28079038,09,24
1,1,28079047,09,18
1,1,28079048,09,24
1,1,28079050,09,21
1,1,28079008,10,48
1,1,28079018,10,52
1,1,28079024,10,44
1,1,28079036,10,30
1,1,28079038,10,44
1,1,28079040,10,32
1,1,28079047,10,42
1,1,28079048,10,50
1,1,28079050,10,41
1,1,28079055,10,40
1,1,28079057,10,60
1,1,28079060,10,41
1,1,28079008,14,19
1,1,28079016,14,38
1,1,28079017,14,16
1,1,28079018,14,22
1,1,28079024,14,56
1,1,28079027,14,9
1,1,28079035,14,20
1,1,28079039,14,8
1,1,28079049,14,13
1,1,28079054,14,83
1,1,28079056,14,6
1,1,28079058,14,84
1,1,28079059,14,54
1,1,28079060,14,24
1,1,28079008,20,1.7
1,1,28079011,20,19.6
1,1,28079018,20,7.7
1,1,28079024,20,1.2
1,1,28079038,20,14
1,1,28079008,30,0.6
1,1,28079011,30,5.6
1,1,28079018,30,1.4
1,1,28079024,30,0.8
1,1,28079038,30,2.4
1,1,28079008,35,0.2
1,1,28079011,35,5.3
1,1,28079018,35,0.7
1,1,28079024,35,0.7
1,1,28079038,35,2.5
1,1,28079024,42,1.4
1,1,28079027,42,1.6
1,1,28079024,44,0.28
1,1,28079027,44,0.23
1,10,28079004,01,5
1,10,28079008,01,5
1,10,28079017,01,3
1,10,28079018,01,4
1,10,28079024,01,3
1,10,28079035,01,6
1,10,28079036,01,2
1,10,28079038,01,4
1,10,28079040,01,3
1,10,28079057,01,5
1,10,28079004,06,0.4
1,10,28079008,06,0.5
1,10,28079016,06,0.3
1,10,28079018,06,0.2
1,10,28079024,06,0.3
1,10,28079035,06,0.4
1,10,28079036,06,0.2
1,10,28079039,06,0.2
1,10,28079056,06,0.3
1,10,28079057,06,0.3
1,10,28079004,07,29
1,10,28079008,07,31
1,10,28079011,07,15
1,10,28079016,07,11
1,10,28079017,07,11
1,10,28079018,07,7
1,10,28079024,07,14
1,10,28079027,07,13
1,10,28079035,07,30
1,10,28079036,07,16
1,10,28079038,07,39
1,10,28079039,07,15
1,10,28079040,07,13
1,10,28079047,07,18
1,10,28079048,07,19
1,10,28079049,07,4
1,10,28079050,07,10
1,10,28079054,07,22
1,10,28079055,07,13
1,10,28079056,07,40
1,10,28079057,07,11
1,10,28079058,07,1
1,10,28079059,07,9
1,10,28079060,07,8
1,10,28079004,08,65
1,10,28079008,08,62
1,10,28079011,08,49
1,10,28079016,08,43
1,10,28079017,08,55
1,10,28079018,08,33
1,10,28079024,08,38
1,10,28079027,08,25
1,10,28079035,08,58
1,10,28079036,08,38
1,10,28079038,08,62
1,10,28079039,08,52
1,10,28079040,08,41
1,10,28079047,08,38
1,10,28079048,08,49
1,10,28079049,08,36
1,10,28079050,08,35
1,10,28079054,08,29
1,10,28079055,08,33
1,10,28079056,08,67
1,10,28079057,08,30
1,10,28079058,08,30
1,10,28079059,08,23
1,10,28079060,08,33
1,10,28079008,09,20
1,10,28079024,09,12
1,10,28079038,09,16
1,10,28079047,09,12
1,10,28079048,09,15
1,10,28079050,09,12
1,10,28079008,10,43
1,10,28079018,10,31
1,10,28079024,10,35
1,10,28079036,10,44
1,10,28079038,10,35
1,10,28079040,10,42
1,10,28079047,10,37
1,10,28079048,10,39
1,10,28079050,10,36
1,10,28079055,10,49
1,10,28079057,10,51
1,10,28079060,10,53
1,10,28079008,14,21
1,10,28079016,14,39
1,10,28079017,14,18
1,10,28079018,14,60
1,10,28079024,14,55
1,10,28079027,14,55
1,10,28079035,14,42
1,10,28079039,14,37
1,10,28079049,14,46
1,10,28079054,14,55
1,10,28079056,14,37
1,10,28079058,14,53
1,10,28079060,14,48
1,10,28079008,20,1.7
1,10,28079011,20,5.1
1,10,28079018,20,1.6
1,10,28079024,20,1.9
1,10,28079038,20,16.4
1,10,28079008,30,0.5
1,10,28079011,30,1.8
1,10,28079018,30,0.2
1,10,28079024,30,0.7
1,10,28079038,30,0.8
1,10,28079008,35,0.2
1,10,28079011,35,0.5
1,10,28079018,35,1
1,10,28079024,35,1.3
1,10,28079038,35,0.9
1,10,28079024,42,1.41
1,10,28079027,42,1.21
1,10,28079024,44,0.27
1,10,28079027,44,0.1
1,11,28079004,01,5
1,11,28079008,01,4
1,11,28079017,01,3
1,11,28079018,01,4
1,11,28079024,01,3
1,11,28079035,01,5
1,11,28079036,01,2
1,11,28079038,01,4
1,11,28079040,01,2
1,11,28079057,01,5
1,11,28079004,06,0.3
1,11,28079008,06,0.4
1,11,28079016,06,0.2
1,11,28079018,06,0.2
1,11,28079024,06,0.2
1,11,28079035,06,0.3
1,11,28079036,06,0.2
1,11,28079039,06,0.2
1,11,28079056,06,0.2
1,11,28079057,06,0.2
1,11,28079004,07,26
1,11,28079008,07,23
1,11,28079011,07,9
1,11,28079016,07,7
1,11,28079017,07,1
1,11,28079018,07,5
1,11,28079024,07,6
1,11,28079027,07,3
1,11,28079035,07,24
1,11,28079036,07,8
1,11,28079038,07,22
1,11,28079039,07,10
1,11,28079040,07,6
1,11,28079047,07,10
1,11,28079048,07,10
1,11,28079049,07,4
1,11,28079050,07,4
1,11,28079054,07,9
1,11,28079056,07,29
1,11,28079057,07,7
1,11,28079058,07,1
1,11,28079059,07,6
1,11,28079060,07,6
1,11,28079004,08,57
1,11,28079008,08,42
1,11,28079011,08,31
1,11,28079016,08,27
1,11,28079017,08,26
1,11,28079018,08,24
1,11,28079024,08,21
1,11,28079027,08,13
1,11,28079035,08,48
1,11,28079036,08,21
1,11,28079038,08,41
1,11,28079039,08,33
1,11,28079040,08,23
1,11,28079047,08,24
1,11,28079048,08,29
1,11,28079049,08,30
1,11,28079050,08,20
1,11,28079054,08,11
1,11,28079056,08,54
1,11,28079057,08,23
1,11,28079058,08,28
1,11,28079059,08,16
1,11,28079060,08,24
1,11,28079008,09,14
1,11,28079024,09,9
1,11,28079038,09,12
1,11,28079047,09,10
1,11,28079048,09,10
1,11,28079050,09,8
1,11,28079008,10,39
1,11,28079018,10,29
1,11,28079024,10,25
1,11,28079036,10,20
1,11,28079038,10,29
1,11,28079040,10,31
1,11,28079047,10,32
1,11,28079048,10,30
1,11,28079050,10,27
1,11,28079055,10,22
1,11,28079057,10,18
1,11,28079060,10,15
1,11,28079008,14,49
1,11,28079016,14,64
1,11,28079017,14,44
1,11,28079018,14,72
1,11,28079024,14,76
1,11,28079027,14,81
1,11,28079035,14,54
1,11,28079039,14,61
1,11,28079049,14,58
1,11,28079054,14,82
1,11,28079056,14,53
1,11,28079058,14,69
1,11,28079059,14,82
1,11,28079060,14,70
1,11,28079008,20,0.6
1,11,28079011,20,4.5
1,11,28079018,20,0.8
1,11,28079024,20,0.8
1,11,28079038,20,8.3
1,11,28079008,30,0.2
1,11,28079011,30,1.4
1,11,28079018,30,0.2
1,11,28079024,30,0.5
1,11,28079038,30,0.5
1,11,28079008,35,0.7
1,11,28079011,35,0.5
1,11,28079018,35,1
1,11,28079024,35,1.1
1,11,28079038,35,0.6
1,11,28079024,42,1.34
1,11,28079027,42,1.21
1,11,28079055,42,1.45
1,11,28079024,44,0.24
1,11,28079027,44,0.09
1,11,28079055,44,0.12
1,12,28079004,01,4
1,12,28079008,01,4
1,12,28079017,01,3
1,12,28079018,01,4
1,12,28079024,01,3
1,12,28079035,01,4
1,12,28079036,01,1
1,12,28079038,01,3
1,12,28079040,01,2
1,12,28079057,01,5
1,12,28079004,06,0.3
1,12,28079008,06,0.3
1,12,28079016,06,0.2
1,12,28079018,06,0.2
1,12,28079024,06,0.2
1,12,28079035,06,0.3
1,12,28079036,06,0.1
1,12,28079039,06,0.2
1,12,28079056,06,0.2
1,12,28079057,06,0.2
1,12,28079004,07,27
1,12,28079008,07,17
1,12,28079011,07,15
1,12,28079016,07,8
1,12,28079017,07,1
1,12,28079018,07,3
1,12,28079024,07,5
1,12,28079027,07,2
1,12,28079035,07,26
1,12,28079036,07,7
1,12,28079038,07,21
1,12,28079039,07,10
1,12,28079040,07,4
1,12,28079047,07,6
1,12,28079048,07,12
1,12,28079049,07,1
1,12,28079050,07,40
1,12,28079054,07,8
1,12,28079055,07,5
1,12,28079056,07,22
1,12,28079057,07,6
1,12,28079058,07,1
1,12,28079059,07,3
1,12,28079060,07,4
1,12,28079004,08,57
1,12,28079008,08,31
1,12,28079011,08,34
1,12,28079016,08,21
1,12,28079017,08,19
1,12,28079018,08,21
1,12,28079024,08,22
1,12,28079027,08,8
1,12,28079035,08,46
1,12,28079036,08,15
1,12,28079038,08,42
1,12,28079039,08,30
1,12,28079040,08,16
1,12,28079047,08,16
1,12,28079048,08,30
1,12,28079049,08,15
1,12,28079050,08,23
1,12,28079054,08,10
1,12,28079055,08,17
1,12,28079056,08,45
1,12,28079057,08,19
1,12,28079058,08,23
1,12,28079059,08,7
1,12,28079060,08,19
1,12,28079008,09,14
1,12,28079024,09,10
1,12,28079038,09,12
1,12,28079047,09,8
1,12,28079048,09,10
1,12,28079050,09,9
1,12,28079008,10,41
1,12,28079018,10,37
1,12,28079024,10,30
1,12,28079036,10,16
1,12,28079038,10,35
1,12,28079040,10,25
1,12,28079047,10,28
1,12,28079048,10,27
1,12,28079050,10,32
1,12,28079055,10,22
1,12,28079057,10,31
1,12,28079060,10,22
1,12,28079008,14,64
1,12,28079016,14,79
1,12,28079017,14,59
1,12,28079018,14,82
1,12,28079024,14,82
1,12,28079027,14,95
1,12,28079035,14,66
1,12,28079039,14,73
1,12,28079049,14,67
1,12,28079054,14,88
1,12,28079056,14,67
1,12,28079058,14,83
1,12,28079059,14,103
1,12,28079060,14,84
1,12,28079008,20,0.5
1,12,28079011,20,5.8
1,12,28079018,20,1.5
1,12,28079024,20,1.3
1,12,28079038,20,8.6
1,12,28079008,30,0.1
1,12,28079011,30,1.8
1,12,28079018,30,0.2
1,12,28079024,30,0.6
1,12,28079038,30,0.4
1,12,28079008,35,1
1,12,28079011,35,0.7
1,12,28079018,35,1
1,12,28079024,35,1
1,12,28079038,35,0.6
1,12,28079024,42,1.36
1,12,28079027,42,1.21
1,12,28079055,42,1.42
1,12,28079024,44,0.25
1,12,28079027,44,0.1
1,12,28079055,44,0.13
1,13,28079004,01,4
1,13,28079008,01,3
1,13,28079017,01,3
1,13,28079018,01,4
1,13,28079024,01,2
1,13,28079035,01,4
1,13,28079036,01,1
1,13,28079038,01,3
1,13,28079040,01,2
1,13,28079057,01,5
1,13,28079004,06,0.3
1,13,28079008,06,0.2
1,13,28079016,06,0.3
1,13,28079018,06,0.2
1,13,28079024,06,0.2
1,13,28079035,06,0.2
1,13,28079036,06,0.2
1,13,28079039,06,0.2
1,13,28079056,06,0.2
1,13,28079057,06,0.2
1,13,28079004,07,18
1,13,28079008,07,9
1,13,28079011,07,19
1,13,28079016,07,8
1,13,28079017,07,1
1,13,28079018,07,2
1,13,28079024,07,3
1,13,28079027,07,3
1,13,28079035,07,18
1,13,28079036,07,7
1,13,28079038,07,18
1,13,28079039,07,7
1,13,28079040,07,3
1,13,28079047,07,4
1,13,28079048,07,23
1,13,28079049,07,1
1,13,28079050,07,5
1,13,28079054,07,7
1,13,28079055,07,5
1,13,28079056,07,19
1,13,28079057,07,4
1,13,28079058,07,1
1,13,28079059,07,3
1,13,28079060,07,4
1,13,28079004,08,45
1,13,28079008,08,23
1,13,28079011,08,42
1,13,28079016,08,20
1,13,28079017,08,15
1,13,28079018,08,19
1,13,28079024,08,15
1,13,28079027,08,13
1,13,28079035,08,40
1,13,28079036,08,18
1,13,28079038,08,36
1,13,28079039,08,28
1,13,28079040,08,16
1,13,28079047,08,12
1,13,28079048,08,36
1,13,28079049,08,16
1,13,28079050,08,22
1,13,28079054,08,9
1,13,28079055,08,16
1,13,28079056,08,41
1,13,28079057,08,16
1,13,28079058,08,29
1,13,28079059,08,6
1,13,28079060,08,18
1,13,28079008,09,12
1,13,28079024,09,8
1,13,28079038,09,12
1,13,28079047,09,8
1,13,28079048,09,11
1,13,28079050,09,10
1,13,28079008,10,34
1,13,28079018,10,35
1,13,28079024,10,25
1,13,28079036,10,27
1,13,28079038,10,48
1,13,28079040,10,29
1,13,28079047,10,30
1,13,28079048,10,28
1,13,28079050,10,35
1,13,28079055,10,23
1,13,28079057,10,27
1,13,28079060,10,27
1,13,28079008,14,77
1,13,28079016,14,85
1,13,28079017,14,72
1,13,28079018,14,73
1,13,28079024,14,95
1,13,28079027,14,93
1,13,28079035,14,70
1,13,28079039,14,87
1,13,28079049,14,72
1,13,28079054,14,98
1,13,28079056,14,77
1,13,28079058,14,86
1,13,28079059,14,107
1,13,28079060,14,97
1,13,28079008,20,0.3
1,13,28079011,20,4.9
1,13,28079018,20,0.6
1,13,28079024,20,1.1
1,13,28079038,20,6.9
1,13,28079008,30,0.2
1,13,28079011,30,1.4
1,13,28079018,30,0.2
1,13,28079024,30,0.5
1,13,28079038,30,0.3
1,13,28079008,35,1
1,13,28079011,35,0.7
1,13,28079018,35,1
1,13,28079024,35,1.1
1,13,28079038,35,0.6
1,13,28079024,42,1.34
1,13,28079027,42,1.19
1,13,28079055,42,1.39
1,13,28079024,44,0.24
1,13,28079027,44,0.1
1,13,28079055,44,0.12
1,14,28079004,01,4
1,14,28079008,01,4
1,14,28079017,01,3
1,14,28079018,01,4
1,14,28079024,01,3
1,14,28079035,01,4
1,14,28079036,01,2
1,14,28079038,01,3
1,14,28079040,01,3
1,14,28079057,01,4
1,14,28079004,06,0.2
1,14,28079008,06,0.3
1,14,28079016,06,0.2
1,14,28079018,06,0.2
1,14,28079024,06,0.2
1,14,28079035,06,0.2
1,14,28079036,06,0.2
1,14,28079039,06,0.2
1,14,28079056,06,0.1
1,14,28079057,06,0.2
1,14,28079004,07,13
1,14,28079008,07,16
1,14,28079011,07,16
1,14,28079016,07,4
1,14,28079017,07,1
1,14,28079018,07,1
1,14,28079024,07,3
1,14,28079027,07,3
1,14,28079035,07,9
1,14,28079036,07,12
1,14,28079038,07,18
1,14,28079039,07,9
1,14,28079040,07,2
1,14,28079047,07,4
1,14,28079048,07,15
1,14,28079049,07,1
1,14,28079050,07,12
1,14,28079054,07,5
1,14,28079055,07,4
1,14,28079056,07,14
1,14,28079057,07,6
1,14,28079058,07,1
1,14,28079059,07,3
1,14,28079060,07,4
1,14,28079004,08,42
1,14,28079008,08,34
1,14,28079011,08,43
1,14,28079016,08,16
1,14,28079017,08,13
1,14,28079018,08,19
1,14,28079024,08,15
1,14,28079027,08,11
1,14,28079035,08,30
1,14,28079036,08,29
1,14,28079038,08,40
1,14,28079039,08,31
1,14,28079040,08,13
1,14,28079047,08,13
1,14,28079048,08,37
1,14,28079049,08,17
1,14,28079050,08,29
1,14,28079054,08,7
1,14,28079055,08,15
1,14,28079056,08,38
1,14,28079057,08,19
1,14,28079058,08,27
1,14,28079059,08,5
1,14,28079060,08,20
1,14,28079008,09,14
1,14,28079024,09,9
1,14,28079038,09,11
1,14,28079047,09,10
1,14,28079048,09,10
1,14,28079050,09,9
1,14,28079008,10,39
1,14,28079018,10,38
1,14,28079024,10,32
1,14,28079036,10,29
1,14,28079038,10,49
1,14,28079040,10,30
1,14,28079047,10,37
1,14,28079048,10,31
1,14,28079050,10,35
1,14,28079055,10,11
1,14,28079057,10,24
1,14,28079060,10,17
1,14,28079008,14,81
1,14,28079016,14,100
1,14,28079017,14,82
1,14,28079018,14,87
1,14,28079024,14,108
1,14,28079027,14,103
