"","date","SO2_1","CO_6","NO_7","NO2_8","PM2.5_9","PM10_10","O3_14","TOL_20","BEN_30","EBE_35","TCH_42","NMHC_44","temp_avg","temp_max","temp_min","precipitation","humidity","wind_avg_speed"
"590",2012-03-09,8.86610878661088,0.407112970711297,31.9808695652174,49.895652173913,9.58041958041958,21.2937062937063,33.2955223880597,3.52127659574468,0.870921985815603,1,1.31544642857143,0.205803571428571,10.7,22.1,-0.8,0,35,10.4
"662",2012-03-10,6.85416666666667,0.351666666666667,14.0520833333333,39.5677083333333,10.0138888888889,22.6840277777778,46.4166666666667,1.78391608391608,0.623776223776224,0.809090909090909,1.30154545454545,0.185636363636364,9.4,17.7,1.4,0,37,5.6
"734",2012-03-11,7.40833333333333,0.3725,17.6172839506173,41.6243386243386,8.50694444444444,17.5555555555556,37.8776758409786,2.14652777777778,0.636111111111111,0.856944444444444,1.30370689655172,0.180948275862069,11.5,21.8,0.9,0,35,7.6
"806",2012-03-12,7.61666666666667,0.459583333333333,39.1219512195122,55.794425087108,11.8888888888889,25.2787456445993,32.4494047619048,3.6354609929078,0.934042553191489,0.931914893617021,1.31968421052632,0.162631578947368,12.2,23.4,1.4,0,35,6.9
"878",2012-03-13,7.69583333333333,0.535,50.6881533101045,66.4372822299652,13.2777777777778,29.4265734265734,29.3731343283582,5.31875,1.12847222222222,1.21458333333333,1.35884210526316,0.193052631578947,12.7,23.6,2.3,0,32,6.3
"950",2012-03-14,8.24894514767933,0.5875,54.4834205933682,71.7940663176265,14.6041666666667,31.9195804195804,31.03003003003,6.35763888888889,1.23194444444444,1.43472222222222,1.39072916666667,0.2803125,13.7,25.4,2.3,0,29,5
"1022",2012-03-15,5.7125,0.428333333333333,24.4278260869565,55.5026086956522,11.1818181818182,27.4878048780488,38,4.01527777777778,0.827083333333333,0.885416666666667,1.39020833333333,0.342291666666667,14.6,24.8,4.2,0,27,5.4
"1094",2012-03-16,4.33333333333333,0.315,11.8090277777778,37.9461805555556,13.1736111111111,31.8426573426573,51.9494047619048,2.67152777777778,0.634722222222222,0.777777777777778,1.30357894736842,0.221263157894737,12.8,19,6,0,40,10.4
"1166",2012-03-17,3.2125,0.264583333333333,7.37326388888889,25.2048611111111,11.8888888888889,25.46875,55.2708333333333,1.35694444444444,0.470833333333333,0.798611111111111,1.29114583333333,0.126041666666667,10.3,16.9,2.2,0,59,18.7
"1238",2012-03-18,2.95833333333333,0.265416666666667,4.77430555555556,20.0121527777778,4.91666666666667,10.4583333333333,58.5089285714286,0.941666666666667,0.436805555555556,0.796527777777778,1.23020833333333,0.118541666666667,9.3,14,3.7,0,41,15.9
"1310",2012-03-19,4.52916666666667,0.2825,4.18923611111111,19.1302083333333,5.02083333333333,9.69097222222222,57.2865671641791,0.949305555555556,0.436111111111111,0.864583333333333,1.25604166666667,0.1259375,7.9,14.3,1,0,40,15.9
"1382",2012-03-20,6.1125,0.294117647058824,6.56271777003484,23.1968641114983,5.92361111111111,12.2638888888889,55.5301204819277,1.60797101449275,0.483333333333333,0.890579710144928,1.25197916666667,0.130208333333333,7.1,12.4,0.4,0,44,15.7
"1454",2012-03-21,2.93333333333333,0.337083333333333,12.4913194444444,36.0381944444444,7.75,10.6909722222222,36.3690476190476,1.92411347517731,0.668794326241135,0.729078014184397,1.2878125,0.1278125,4.5,7,1.5,7.87,87,14.1
"1526",2012-03-22,5.37238493723849,0.507531380753138,37.1965217391304,58.3304347826087,12.7692307692308,22.9268292682927,22.8925373134328,4.40071428571429,1.08214285714286,1.12785714285714,1.42326315789474,0.172105263157895,8.3,15.1,1.5,3.56,68,4.4
"1598",2012-03-23,7.22083333333333,0.448333333333333,23.953125,51.7065972222222,10.6875,19.5902777777778,33.7440476190476,3.8556338028169,0.840845070422535,0.970422535211268,1.33589473684211,0.159473684210526,11.1,19.4,1.4,0,54,6.9
"1670",2012-03-24,4.75,0.379166666666667,10.9913194444444,42.6545138888889,10.3125,18.1944444444444,48.9285714285714,2.29722222222222,0.607638888888889,0.81875,1.3615625,0.144270833333333,12.4,21,4,0,48,6.5
"1742",2012-03-25,5.20869565217391,0.403478260869565,18.6485507246377,44.1213768115942,12.0072463768116,25.036231884058,41.8442367601246,2.39275362318841,0.703623188405797,0.897826086956522,1.35336956521739,0.153260869565217,12.9,22.2,3.2,0,43,6.3
"1814",2012-03-26,4.64135021097046,0.3425,18.2034782608696,38.944347826087,11.6388888888889,27.6411149825784,45.7113095238095,2.35594405594406,0.561538461538462,0.830769230769231,1.31294736842105,0.149052631578947,12.6,20.6,3.5,0,37,8.5
"1886",2012-03-27,5.72916666666667,0.356903765690377,16.0315236427321,39.8879159369527,14.2986111111111,29.03125,54.8832335329341,2.71875,0.568055555555556,0.817361111111111,1.2925,0.144479166666667,12.5,20.8,2.9,0,40,6.9
"1958",2012-03-28,4.99583333333333,0.362820512820513,12.3541666666667,39.1111111111111,17.4097222222222,30.5590277777778,59.2029850746269,2.77463768115942,0.633812949640288,0.79568345323741,1.29989583333333,0.148645833333333,13.2,22.6,3,0,38,6.9
"2026",2012-03-29,5.08583690987124,0.352155172413793,9.8362676056338,36.2746478873239,13.2638888888889,23.5053380782918,58.4985074626866,3.06197183098592,0.659440559440559,0.801398601398601,1.3121875,0.152708333333333,13.3,22.7,3,0,32,7
"2092",2012-03-30,4.62869198312236,0.396234309623431,18.6678260869565,49.3495652173913,11.1608391608392,23.7595818815331,47.9548192771084,3.46524822695035,0.670629370629371,0.865034965034965,1.31776595744681,0.165425531914894,14.3,23.4,2.8,0,30,6.5
"2158",2012-03-31,4.51666666666667,0.400416666666667,18.8454861111111,51.7621527777778,12.9930555555556,26.4305555555556,45.6220238095238,3.69513888888889,0.727083333333333,1.00763888888889,1.36364583333333,0.1684375,14,20.8,5.4,0,37,7.6
"20",2012-04-01,3.7625,0.345416666666667,12.5243055555556,40.4201388888889,13.3472222222222,28.9131944444444,55.3541666666667,2.50625,0.675694444444444,1.00555555555556,1.43291666666667,0.1675,15.2,22.6,7.4,0,44,7.8
"92",2012-04-02,3.1625,0.2975,17.7690972222222,34.1059027777778,9.33333333333333,20.3576388888889,51.4166666666667,2.31489361702128,0.581560283687943,1.07163120567376,1.35270833333333,0.147083333333333,13.9,20.1,8.5,0,60,7.2
"164",2012-04-03,3.15254237288136,0.289583333333333,9.42832167832168,34.5874125874126,7.5625,14.3576388888889,46.2680722891566,2.55481481481481,0.549640287769784,1.06762589928058,1.31052631578947,0.128,11.9,17,10,0.51,79,7
"236",2012-04-04,2.99583333333333,0.309166666666667,9.65104166666667,38.8454861111111,8.51388888888889,12.0347222222222,32.2827380952381,2.575,0.566666666666667,1.02847222222222,1.27145833333333,0.1259375,10.3,11.6,9,5.33,94,6.7
"308",2012-04-05,2.53164556962025,0.259166666666667,4.24083769633508,22.7312390924956,7.5625,11.5173611111111,50.9189189189189,1.30555555555556,0.338194444444444,0.798611111111111,1.26708333333333,0.1184375,9.6,13.9,7.8,6.1,85,10.4
"380",2012-04-06,2.12916666666667,0.250833333333333,3.21527777777778,15.9704861111111,4.79166666666667,8.10069444444444,67.0505952380952,1.13819444444444,0.327083333333333,0.742361111111111,1.27802083333333,0.124583333333333,6.9,11.3,2.7,3.3,73,16.7
"452",2012-04-07,2.2625,0.265416666666667,4.13368055555556,17.1944444444444,5.11428571428571,7.86458333333333,60.9731343283582,0.813286713286713,0.351408450704225,0.710416666666667,1.24364583333333,0.1190625,7.6,12,3,0,72,15.6
"524",2012-04-08,3.16666666666667,0.382916666666667,16.0034722222222,35.9652777777778,7.84027777777778,12.3958333333333,39.5476190476191,2.00140845070423,0.66013986013986,0.847887323943662,1.3534375,0.151458333333333,10.3,18.8,1,0,60,5.6
"596",2012-04-09,3.34583333333333,0.358577405857741,19.1631944444444,40.3767361111111,7.47517730496454,13.4929078014184,41.8779761904762,2.59090909090909,0.626515151515151,0.858333333333333,1.3146875,0.146145833333333,14.2,22,3.9,0,47,9.1
"668",2012-04-10,2.73728813559322,0.289915966386555,8.20521739130435,31.3652173913043,9.30656934306569,18.5979020979021,50.1011904761905,2.77014925373134,0.512686567164179,1.14477611940299,1.3122619047619,0.14202380952381,14.1,17.2,10.7,0,54,21.1
"740",2012-04-11,2.52542372881356,0.285714285714286,8.05729166666667,22.4982638888889,6.75694444444444,12.8951048951049,63.5059523809524,2.71560283687943,0.514583333333333,1.08888888888889,1.23013888888889,0.107638888888889,11.9,16.1,7.3,0.51,50,17.4
"812",2012-04-12,3.63865546218487,0.324686192468619,13.0017391304348,34.2973913043478,7.23076923076923,14.6666666666667,44.3134328358209,2.78439716312057,0.586805555555556,1.17394366197183,1.27225352112676,0.118169014084507,11.8,15.8,8.8,0,64,9.1
"884",2012-04-13,2.90416666666667,0.290833333333333,8.5979020979021,24.2832167832168,7.24647887323944,11.7881944444444,58.9464285714286,2.2013986013986,0.484722222222222,1.02847222222222,1.23746478873239,0.109718309859155,10.3,14.9,5.8,0,66,16.7
"956",2012-04-14,2.43333333333333,0.270416666666667,4.96006944444444,18.6579861111111,6.54166666666667,11.0486111111111,67.5119047619048,1.23611111111111,0.3375,0.885416666666667,1.22083333333333,0.0938888888888889,9.3,15.2,5,0,68,23.5
"1028",2012-04-15,2.77631578947368,0.263157894736842,4.14893617021277,17.1117021276596,6.10606060606061,9.01086956521739,67.2037037037037,1.05075757575758,0.331818181818182,0.858333333333333,1.24166666666667,0.0865,8.4,13,4,1.27,54,23.2
"1100",2012-04-16,2.90990990990991,0.275675675675676,6.2463768115942,19.9583333333333,7.23015873015873,13.8518518518519,74.0314465408805,1.57131147540984,0.45,0.935245901639344,1.25301886792453,0.0924528301886793,8.2,12.2,5,0,41,31.9
"1172",2012-04-17,3.57017543859649,0.332017543859649,19.8378870673953,36.5100182149362,9.30534351145038,18.4673913043478,47.0652173913044,3.0265625,0.569465648854962,0.858778625954199,1.31448275862069,0.117241379310345,11.4,20,0.8,0,41,12.8
"1244",2012-04-18,2.6,0.264583333333333,6.79359430604982,21.0266903914591,7.15972222222222,14.4340277777778,65.8422619047619,2.00985915492958,0.506944444444444,0.846527777777778,1.22901408450704,0.098169014084507,10.7,14.5,6.9,0,55,26.3
"1316",2012-04-19,2.59166666666667,0.290833333333333,6.97033158813263,21.0593368237347,7.19444444444444,12.1180555555556,67.8392857142857,1.695,0.538571428571429,0.884285714285714,1.23013888888889,0.0952777777777778,11.4,16.4,7.9,0,59,26.3
"1388",2012-04-20,2.78333333333333,0.295,8.72222222222222,24.1232638888889,9.05555555555556,14.2673611111111,61.5505952380952,1.83093525179856,0.538848920863309,0.746043165467626,1.235,0.0973611111111111,13.6,19,9,0,54,23
"1460",2012-04-21,2.5,0.2575,6.86111111111111,21.4444444444444,8.34027777777778,13.3819444444444,47.2797619047619,1.43055555555556,0.399305555555556,0.713888888888889,1.23041666666667,0.0954166666666667,14.6,20,8.2,0,58,16.1
"1532",2012-04-22,2.35416666666667,0.249583333333333,4.47743055555556,16.5347222222222,7,10.4444444444444,63.3809523809524,1.10902777777778,0.345833333333333,0.731944444444444,1.26833333333333,0.101388888888889,13.9,19.6,7,0.25,46,15.4
"1604",2012-04-23,2.4625,0.262083333333333,8.11304347826087,21.0104347826087,7.92361111111111,15.7027972027972,63.8238805970149,1.6041958041958,0.459440559440559,0.726573426573427,1.24430555555556,0.1,12.9,20.1,3.8,0,51,18.9
"1676",2012-04-24,2.35416666666667,0.270833333333333,6.72048611111111,19.3177083333333,7.46527777777778,13.1736111111111,73.6366366366366,1.5125,0.439583333333333,0.769444444444444,1.23666666666667,0.100138888888889,12.7,18,7.2,0,38,18.7
"1748",2012-04-25,2.51666666666667,0.279166666666667,7.55729166666667,26.5989583333333,10.3776223776224,21.1909722222222,59.5136778115502,1.86597222222222,0.46875,0.702083333333333,1.27236111111111,0.111944444444444,13.4,19.2,7.2,0,49,21.3
"1820",2012-04-26,2.42916666666667,0.28,9.32638888888889,28.1041666666667,8.76923076923077,13.0659722222222,51.531914893617,1.86180555555556,0.55,0.755555555555556,1.22875,0.0925,12.7,17,9,0,76,14.8
"1892",2012-04-27,3.025,0.311666666666667,14.6197916666667,35.0555555555556,8.29577464788732,14.9756944444444,31.377245508982,2.73381294964029,0.61726618705036,0.756115107913669,1.34833333333333,0.113472222222222,13.1,20.2,7.9,0.25,76,12
"1964",2012-04-28,2.3125,0.255833333333333,4.50694444444444,22.5868055555556,4.86805555555556,7.62847222222222,66.9375,1.01458333333333,0.339583333333333,0.695833333333333,1.22847222222222,0.0952777777777778,9.6,11.1,6.8,5.59,81,15.9
"2032",2012-04-29,2.29166666666667,0.259583333333333,3.77604166666667,21.6284722222222,6.35416666666667,9.74652777777778,65.2470238095238,0.894444444444444,0.345833333333333,0.697916666666667,1.27694444444444,0.103194444444444,8.2,13.2,6,4.06,82,13.3
"2098",2012-04-30,2.43333333333333,0.288333333333333,7.15104166666667,27.9774305555556,7.05555555555556,11.3229166666667,56.0148809523809,1.46180555555556,0.463888888888889,0.711805555555556,1.27708333333333,0.103194444444444,9,14.8,5,3.3,74,13.5
"26",2012-05-01,2.49166666666667,0.298333333333333,5.88541666666667,30.3107638888889,8.25694444444444,13.5520833333333,48.0178571428571,1.59861111111111,0.425694444444444,0.671527777777778,1.4275,0.117916666666667,9.4,15,3.4,1.27,71,7.6
"98",2012-05-02,2.78333333333333,0.31625,8.45138888888889,32.1423611111111,9.06944444444444,13.8888888888889,51.1904761904762,1.49166666666667,0.470833333333333,0.734722222222222,1.32041666666667,0.113888888888889,11.9,19,4.4,0,59,9.6
"170",2012-05-03,3.1375,0.357916666666667,23.6857638888889,45.5434027777778,10.8055555555556,19.1423611111111,30.875,3.74855072463768,0.747101449275362,0.813768115942029,1.4075,0.133611111111111,12.1,18,5.6,0,73,12.2
"242",2012-05-04,2.41666666666667,0.285416666666667,8.26736111111111,31.5052083333333,7.61805555555556,12.6875,51.4345238095238,1.76223776223776,0.470629370629371,0.757342657342657,1.3225,0.100138888888889,11.9,16.4,9,8.38,81,17
"314",2012-05-05,2.29166666666667,0.2575,5.32638888888889,22.0659722222222,6.77777777777778,11.2638888888889,55.4375,1.15833333333333,0.342361111111111,0.745833333333333,1.24416666666667,0.0940277777777778,11.9,16.4,8.6,6.6,78,14.1
"386",2012-05-06,2.29583333333333,0.255416666666667,5.26909722222222,21.7065972222222,7.13888888888889,10.7048611111111,51.6666666666667,1.17222222222222,0.384027777777778,0.724305555555556,1.28236111111111,0.100277777777778,13.2,19.1,8.1,2.29,71,8.5
"458",2012-05-07,2.69747899159664,0.320416666666667,16.1376306620209,31.5156794425087,9.65972222222222,17.184668989547,45.5538922155689,2.27152777777778,0.575694444444444,0.829861111111111,1.32930555555556,0.109305555555556,14.3,20,6,0,64,10.9
"530",2012-05-08,2.42677824267782,0.249583333333333,11.0438596491228,24.3298245614035,8.49264705882353,15.1050724637681,34.5074626865672,2.15694444444444,0.513194444444445,0.870833333333333,1.28222222222222,0.0943055555555556,18.4,24,13.2,0,63,16.9
"602",2012-05-09,3.17916666666667,0.395833333333333,35.5503472222222,42.0486111111111,11.5277777777778,20.28125,34.0873493975904,3.61654135338346,0.71044776119403,0.961940298507463,1.31263888888889,0.123333333333333,19.2,27,10.1,0,52,6.5
"674",2012-05-10,3.13025210084034,0.367916666666667,23.5182608695652,45.7304347826087,13.8055555555556,26.0868055555556,43.9462686567164,3.85384615384615,0.778625954198473,0.989230769230769,1.33277777777778,0.124861111111111,22.4,32,11.9,0,44,7.6
"746",2012-05-11,2.84583333333333,0.34625,17.5902777777778,45.7482638888889,14.9583333333333,30.9131944444444,48.5148809523809,3.59652777777778,0.734027777777778,0.925,1.31180555555556,0.114722222222222,24.3,33,13.8,0,41,5.9
"818",2012-05-12,2.95833333333333,0.343333333333333,17.9808362369338,45.1411149825784,17.9285714285714,40.0034722222222,45.1309523809524,4.33333333333333,0.807638888888889,1.04375,1.33277777777778,0.118194444444444,24.2,33,15.5,0,44,8.3
"890",2012-05-13,2.275,0.259583333333333,8.45138888888889,30.0138888888889,13.5352112676056,28.2175438596491,47.7738095238095,2.225,0.450694444444444,0.660416666666667,1.25458333333333,0.1,24.9,33,15,0,36,13.7
"962",2012-05-14,2.17083333333333,0.249583333333333,10.4288194444444,28.125,10.5633802816901,23.8194444444444,54.8184523809524,2.08,0.523571428571429,0.775714285714286,1.22569444444444,0.09875,24.2,31,13.5,0,33,13.7
"1034",2012-05-15,2.22175732217573,0.234166666666667,4.11458333333333,20.0711805555556,9.18181818181818,20.6701388888889,70.2380952380952,1.40277777777778,0.321527777777778,0.726388888888889,1.19986111111111,0.0927777777777778,21.7,29.3,14,0,31,10.4
"1106",2012-05-16,2.7875,0.323333333333333,14.8576388888889,40.9513888888889,13.443661971831,27.9059233449477,62.6815476190476,3.13525179856115,0.666906474820144,0.950359712230216,1.23732394366197,0.108028169014085,20.8,30,10.4,0,33,6.9
"1178",2012-05-17,2.89539748953975,0.295397489539749,10.6434782608696,40.024347826087,19.2198581560284,47.7097902097902,54.9671641791045,3.55177304964539,0.783687943262411,0.939007092198582,1.28930555555556,0.115277777777778,22.9,30,15.3,0,43,10.6
"1250",2012-05-18,2.42083333333333,0.280416666666667,11.7118055555556,32.1006944444444,15.1328671328671,40.1388888888889,63.7023809523809,2.62430555555556,0.567361111111111,0.877083333333333,1.23708333333333,0.114027777777778,23.2,28,14.7,0,27,15.6
"1322",2012-05-19,2.175,0.217083333333333,5.50520833333333,17.1232638888889,7.33333333333333,17.2465277777778,50.3363095238095,1.24027777777778,0.326388888888889,0.65625,1.1875,0.0895833333333333,16.7,20,10,0,56,20.7
"1394",2012-05-20,2.1125,0.236666666666667,4.73611111111111,18.1909722222222,5.9020979020979,11.3020833333333,53.3720238095238,1.10972222222222,0.334722222222222,0.686111111111111,1.1975,0.0927777777777778,12,17.3,7.8,2.79,59,11.1
"1466",2012-05-21,2.25316455696203,0.254393305439331,8.14982578397213,24.3344947735192,7.13194444444444,12.7083333333333,53.4894894894895,1.71805555555556,0.435416666666667,0.84375,1.20322033898305,0.0908474576271186,13.2,19,6.5,0.25,46,15.9
"1538",2012-05-22,2.41596638655462,0.254166666666667,9.79130434782609,26.5321739130435,8.41843971631206,15.8229166666667,51.2477611940298,3.1556338028169,0.492957746478873,1.1943661971831,1.27774193548387,0.13241935483871,17.1,24,7.2,0,44,8
"1610",2012-05-23,2.71489361702128,0.286134453781513,12.9316987740806,32.4395796847636,8.37142857142857,15.2972027972028,49.4759036144578,4.24927536231884,0.58695652173913,1.08550724637681,1.27478260869565,0.111014492753623,20.5,29.3,9.1,0,39,7.8
"1682",2012-05-24,2.94759825327511,0.319665271966527,15.8291814946619,43.8487544483986,11.2430555555556,21.6724738675958,66.1552795031056,4.21408450704225,0.654166666666667,1.08125,1.27194444444444,0.109027777777778,23.3,32,12.7,0,27,6.9
"1754",2012-05-25,3.475,0.320416666666667,15.9286956521739,45.2973913043478,14.6944444444444,33.5749128919861,61.2215568862275,4.81597222222222,0.784722222222222,1.12638888888889,1.33085714285714,0.162142857142857,24.1,32,14.3,0,29,12
"1826",2012-05-26,2.24166666666667,0.227916666666667,4.03298611111111,15.9895833333333,7.88194444444444,18.7256944444444,68.8660714285714,1.87013888888889,0.311111111111111,0.711111111111111,1.25708333333333,0.142083333333333,21,26,14.5,0,24,16.1
"1898",2012-05-27,2.42916666666667,0.237339055793991,4.23725834797891,22.8119507908612,7.18181818181818,15.8958333333333,60.7689969604863,1.83194444444444,0.375,0.7125,1.30013888888889,0.147083333333333,19.9,28,10.1,0,27,7.8
"1970",2012-05-28,2.725,0.265106382978723,7.83854166666667,28.953125,9.45138888888889,22.3368055555556,65.3303571428571,2.21571428571429,0.447142857142857,0.713571428571429,1.29291666666667,0.147777777777778,23.5,30.3,13.3,0,24,8.7
"2038",2012-05-29,2.66108786610879,0.272368421052632,7.28521739130435,29.0678260869565,10.5972222222222,23.9965156794425,68.4821428571429,3.03669064748201,0.540287769784173,0.80431654676259,1.27112676056338,0.144225352112676,23.4,30,14.6,0,28,9.3
"2104",2012-05-30,3.54621848739496,0.348034934497817,16.2795138888889,49.7239583333333,14.3680555555556,30.9405594405594,53.0803571428571,4.53956834532374,0.860283687943262,1.0063829787234,1.35042253521127,0.172676056338028,23.8,32,13.9,0,25,6.1
"2164",2012-05-31,3.34166666666667,0.302916666666667,9.4104347826087,41.8278260869565,14.5944055944056,34.9372822299652,64.4136904761905,3.75454545454545,0.742361111111111,0.935416666666667,1.34625,0.164583333333333,26,35,14.5,0,24,8.5
"32",2012-06-01,2.92916666666667,0.283333333333333,8.58333333333333,38.8420138888889,13.6597222222222,41.2743055555556,65.8452380952381,3.81532846715328,0.734722222222222,0.909722222222222,1.31930555555556,0.159722222222222,26.7,35,15.8,0,23,8
"104",2012-06-02,2.9625,0.252083333333333,5.88194444444444,27.7118055555556,19.2986111111111,58.4583333333333,60.4821428571429,2.27361111111111,0.561111111111111,0.802777777777778,1.30597222222222,0.143888888888889,24.7,31,16.8,0,37,14.3
"176",2012-06-03,2.27118644067797,0.208474576271186,3.73076923076923,14.3181818181818,8.00694444444444,20.6866197183099,63.7797619047619,1.44236111111111,0.421527777777778,0.788194444444444,1.22791666666667,0.115972222222222,23.9,28.4,18.6,0,37,13.1
"248",2012-06-04,2.46724890829694,0.272052401746725,8.27610619469027,32.1646017699115,7.82638888888889,22.1227436823105,63.0297619047619,3.07708333333333,0.601388888888889,0.770833333333333,1.29597222222222,0.144166666666667,23.5,30.7,12.7,0,31,6.5
"320",2012-06-05,2.7,0.247083333333333,7.34434782608696,28.2121739130435,10.6573426573427,31.219512195122,69.2844311377246,2.9,0.571527777777778,0.784722222222222,1.26458333333333,0.135833333333333,25.5,33,15.6,0,31,11.1
"392",2012-06-06,2.53138075313808,0.21125,10.3888888888889,20.46875,8.23611111111111,29.4947735191638,35.7976190476191,2.75347222222222,0.550694444444444,0.768055555555556,1.24180555555556,0.128194444444444,25.7,32,17.2,0,37,15.2
"464",2012-06-07,2.34177215189873,0.213502109704641,7.23211169284468,17.5462478184991,7.28368794326241,25.9087719298246,47.0030120481928,2.34306569343066,0.478723404255319,0.686524822695035,1.21402777777778,0.118055555555556,24,27.2,20.4,0,40,24.6
"536",2012-06-08,2.4698275862069,0.243534482758621,7.47795414462081,24.1269841269841,7.04444444444444,19.573476702509,60.6911314984709,2.30666666666667,0.528148148148148,0.777037037037037,1.24166666666667,0.131944444444444,20.8,25.2,13.8,0,34,9.1
"608",2012-06-09,2.54042553191489,0.226382978723404,6.17162872154116,25.569176882662,9.22222222222222,26.2777777777778,58.7272727272727,2.19236111111111,0.471527777777778,0.704861111111111,1.30861111111111,0.141944444444444,20.6,28,10.1,0,33,12
"680",2012-06-10,2.31034482758621,0.1875,4.41725352112676,12.3661971830986,6.24305555555556,16.3784722222222,46.0640243902439,1.51944444444444,0.386111111111111,0.74375,1.21263888888889,0.108611111111111,23.9,30,17.3,0,41,20.2
"752",2012-06-11,2.26940639269406,0.219642857142857,6.64028776978417,15.5053956834532,5.69565217391304,19.031914893617,62.6044303797468,1.70902255639098,0.463157894736842,0.78796992481203,1.23611111111111,0.136805555555556,21.6,27,16.5,0,33,25.6
"824",2012-06-12,2.2304347826087,0.202608695652174,7.15194346289753,15.2226148409894,6.14925373134328,15.3237410071942,55.4815950920245,2.26165413533835,0.51203007518797,0.830827067669173,1.25944444444444,0.153333333333333,18.8,25,12.5,0,35,14.4
"896",2012-06-13,2.55833333333333,0.264556962025316,9.84293193717278,30.6247818499127,7.59027777777778,21.6341463414634,57.3933933933934,2.98732394366197,0.588028169014085,0.776760563380282,1.32736111111111,0.177638888888889,20.4,28.6,10.8,0,29,6.7
"968",2012-06-14,2.90416666666667,0.252916666666667,8.85565217391304,29.9165217391304,12.3888888888889,39.1770833333333,62.9522388059701,3.00827067669173,0.656390977443609,0.779699248120301,1.33402777777778,0.181805555555556,23.7,31,13.6,0,27,14.6
"1040",2012-06-15,2.4375,0.206194690265487,9.44444444444444,23.6371527777778,8.0625,23.1393728222997,49.2767857142857,2.5875,0.515972222222222,0.758333333333333,1.35777777777778,0.174444444444444,25.4,32,16.1,0,28,17.6
"1112",2012-06-16,2.39166666666667,0.190277777777778,8.55034722222222,21.4826388888889,10.3819444444444,30.8159722222222,38.1696428571429,2.27708333333333,0.4875,0.706944444444444,1.32708333333333,0.180555555555556,25.1,32.1,14.3,0,26,13.7
"1184",2012-06-17,2.45416666666667,0.174074074074074,5.28645833333333,17.296875,6.59722222222222,18.3611111111111,41.9851190476191,1.77083333333333,0.385416666666667,0.666666666666667,1.27583333333333,0.160972222222222,26.1,33,16.5,0,27,13.3
"1256",2012-06-18,2.85,0.234782608695652,14.3582608695652,30.5217391304348,10.3076923076923,33.2369337979094,36.5833333333333,2.99166666666667,0.689583333333333,0.806944444444444,1.34583333333333,0.185277777777778,24.8,32.6,15,0,32,7
"1328",2012-06-19,2.73333333333333,0.235146443514644,8.21777003484321,28.6445993031359,16.0277777777778,42.7560975609756,40.7207207207207,2.70763888888889,0.650694444444444,0.8,1.28492957746479,0.165352112676056,21.9,25,16,0,63,9.6
"1400",2012-06-20,2.7125,0.257740585774059,10.5916230366492,31.3455497382199,10.3263888888889,24.8645833333333,51.4791666666667,3.21830985915493,0.645833333333333,0.793055555555556,1.30847222222222,0.176666666666667,22.7,30.9,13,0,37,11.1
"1472",2012-06-21,2.51476793248945,0.20042194092827,6.8586387434555,18.9720767888307,7.45070422535211,21.6961130742049,59.6369047619048,1.95763888888889,0.476388888888889,0.677083333333333,1.24013888888889,0.154722222222222,25.1,30.2,19.6,0,31,17.4
"1544",2012-06-22,2.59166666666667,0.265833333333333,8.46341463414634,35.493031358885,7.56944444444444,19.9477351916376,67.0208955223881,3.30567375886525,0.583333333333333,0.715972222222222,1.3069014084507,0.180422535211268,25.2,32.3,14.7,0,22,9.8
"1616",2012-06-23,2.64166666666667,0.264166666666667,7.11458333333333,32.7378472222222,13.2638888888889,33.7361111111111,69.9434523809524,2.49647887323944,0.515277777777778,0.690972222222222,1.32625,0.182638888888889,27.1,35.2,16.9,0,21,8
"1688",2012-06-24,2.97916666666667,0.252083333333333,5.90798611111111,29.2916666666667,13.4027777777778,30.7951388888889,76.8388059701493,2.04305555555556,0.474305555555556,0.713888888888889,1.33805555555556,0.186111111111111,28.6,37.4,16.9,0,20,5.9
"1760",2012-06-25,3.22916666666667,0.280257510729614,9.18453427065026,36.4586994727592,14.6805555555556,34.6805555555556,81.7234042553192,2.53071428571429,0.624285714285714,0.75,1.28916666666667,0.170972222222222,30.9,38.5,21.8,0,21,8.7
"1832",2012-06-26,3.28333333333333,0.298148148148148,16.4873188405797,45.3858695652174,18.6805555555556,50.212543554007,60.8333333333333,3.36058394160584,0.867625899280576,0.962857142857143,1.30472222222222,0.186666666666667,31.9,40,22,0,20,8.3
"1904",2012-06-27,3.73333333333333,0.318942731277533,20.7305605786618,50.5877034358047,33.6041666666667,105.180555555556,43.7701863354037,5.38936170212766,0.988652482269504,0.984397163120567,1.37352112676056,0.208450704225352,31.6,38,22.2,0,19,10.2
"1976",2012-06-28,3.00416666666667,0.234166666666667,8.34375,30.6024305555556,50.9166666666667,158.211805555556,62.5535714285714,3.07741935483871,0.637903225806452,0.770161290322581,1.26041666666667,0.168472222222222,31.2,36,23.2,0,19,18.9
"2044",2012-06-29,2.5,0.205416666666667,7.16145833333333,22.1197916666667,42.7272727272727,127.198606271777,61.4494047619048,2.32352941176471,0.504411764705882,0.7,1.28194444444444,0.16125,27.2,31,20.9,0,25,21.1
"2110",2012-06-30,2.35833333333333,0.192083333333333,3.88521739130435,15.9913043478261,9.64583333333333,22.6076388888889,70.9402985074627,1.47847222222222,0.321527777777778,0.659027777777778,1.26263888888889,0.156111111111111,23.1,28,18,0,28,16.7
