"","date","SO2_1","CO_6","NO_7","NO2_8","PM2.5_9","PM10_10","O3_14","TOL_20","BEN_30","EBE_35","TCH_42","NMHC_44","temp_avg","temp_max","temp_min","precipitation","humidity","wind_avg_speed"
"1336",2014-07-19,3.81666666666667,0.191666666666667,3.20486111111111,12.1458333333333,9.99305555555556,20.6829268292683,68.9613095238095,1.01166666666667,0.181666666666667,0.114166666666667,1.25444444444444,0.20625,21.9,25,19,0,45,19.6
"1408",2014-07-20,3.6,0.219583333333333,3.26041666666667,12.7725694444444,5.70833333333333,10.0972222222222,66.2857142857143,0.835,0.220833333333333,0.121666666666667,1.26944444444444,0.2025,21.8,27.7,17,0,42,12
"1480",2014-07-21,3.94117647058824,0.275210084033613,7.63414634146341,30.6898954703833,7.9020979020979,15.0034843205575,70.2208955223881,2.40333333333333,0.3975,0.26,1.30724637681159,0.231449275362319,23.6,32.1,13.9,0,37,6.5
"1552",2014-07-22,4.0210970464135,0.2875,7.67539267015707,34.8027923211169,9.15384615384615,17.7247386759582,82.4024024024024,2.58898305084746,0.518487394957983,0.360504201680672,1.31524590163934,0.233114754098361,26.9,35.3,17,0,29,8.1
"1624",2014-07-23,4.58333333333333,0.280833333333333,8.83130434782609,35.5895652173913,11.4791666666667,23.9545454545455,83.2455089820359,2.805,0.49,0.349166666666667,1.33375,0.247916666666667,28.7,37.1,17.9,0,23,9.1
"1696",2014-07-24,4.44117647058824,0.277731092436975,6.43531468531468,32.229020979021,13.4965034965035,25.9647887323944,96.4624624624625,2.73813559322034,0.489166666666667,0.390833333333333,1.32114754098361,0.248688524590164,29.2,36.2,20.9,0,27,10.4
"1768",2014-07-25,4.26778242677824,0.315,11.5871080139373,42.9425087108014,15.1736111111111,28.3333333333333,80.7035928143713,3.16083333333333,0.6225,0.458333333333333,1.40722222222222,0.311111111111111,27.7,35.5,17.8,0,24,7.6
"1840",2014-07-26,4.43333333333333,0.280416666666667,3.953125,29.7447916666667,16.8888888888889,27.9540636042403,98.9074626865672,1.98,0.416666666666667,0.2475,1.34223880597015,0.286417910447761,28.1,36.3,19.7,0,25,7.2
"1912",2014-07-27,4.63555555555556,0.266222222222222,3.06773618538324,21.2103386809269,16.4755244755245,25.5833333333333,105.517133956386,1.30285714285714,0.336190476190476,0.186666666666667,1.32,0.263518518518519,29.4,37,21,0,31,8.7
"1984",2014-07-28,4.60648148148148,0.285648148148148,7.16847826086957,30.4873188405797,15.6597222222222,29.2862595419847,94.0833333333333,2.42210526315789,0.55578947368421,0.306315789473684,1.32274193548387,0.272903225806452,28.6,36.2,20,0,31,13
"2052",2014-07-29,3.9,0.216521739130435,3.71428571428571,13.5132275132275,5.79861111111111,13.1146953405018,79.1826625386997,1.15288461538462,0.2125,0.158653846153846,1.26902777777778,0.258055555555556,23.8,31,17.9,0,35,12.4
"2118",2014-07-30,3.89583333333333,0.242916666666667,4.59895833333333,23.2065972222222,6.94444444444444,14.5034965034965,90.0119047619048,1.60420168067227,0.380672268907563,0.242857142857143,1.29625,0.266944444444444,24.1,33.1,15,0,33,10.2
"2172",2014-07-31,4.50416666666667,0.286666666666667,8.21354166666667,33.2604166666667,14.9305555555556,28.5017543859649,80.6279761904762,2.49583333333333,0.489166666666667,0.324166666666667,1.33361111111111,0.289722222222222,27.7,35.8,17.2,0,30,11.1
"46",2014-08-01,3.94583333333333,0.244583333333333,4.16145833333333,19.2829861111111,16.7832167832168,33.375,90.0059523809524,1.82522522522523,0.341441441441441,0.179279279279279,1.29361111111111,0.26625,25.5,29.4,20,0,38,19.1
"118",2014-08-02,3.7375,0.225833333333333,3.03125,11.6822916666667,9.89583333333333,17.65625,78.9179331306991,0.984375,0.2875,0.1125,1.26944444444444,0.258472222222222,24.2,29.4,19.2,0,40,15.6
"190",2014-08-03,3.70416666666667,0.205833333333333,2.92013888888889,12.1041666666667,6.29166666666667,12.5435540069686,63.7307692307692,0.84375,0.257291666666667,0.123958333333333,1.29138888888889,0.269305555555556,24.4,30.4,17.5,0,41,10.2
"262",2014-08-04,4.08016877637131,0.273417721518987,11.0192307692308,28.034965034965,9.97902097902098,19.7972027972028,64.7009345794392,2.54181818181818,0.469090909090909,0.296363636363636,1.38870967741935,0.321774193548387,25.7,33,16.4,0,32,10.6
"334",2014-08-05,3.96218487394958,0.26652719665272,4.90260869565217,25.3321739130435,12.2657342657343,23.7894736842105,87.5119760479042,2.00672268907563,0.421666666666667,0.241525423728814,1.30171428571429,0.277,27.5,34.5,20,0,33,7.8
"406",2014-08-06,4.35146443514644,0.276569037656904,6.16230366492147,30.0715532286213,12.3661971830986,24.0928571428571,80.0718562874251,2.65546218487395,0.508333333333333,0.335833333333333,1.32,0.294558823529412,30.1,35.8,24,0,25,10.6
"478",2014-08-07,4.41666666666667,0.250209205020921,6.43554006968641,28.8885017421603,10.027972027972,21.5694444444444,71.8298507462687,2.48083333333333,0.391666666666667,0.26,1.30898550724638,0.295797101449275,31.1,35.6,24.5,0,25,10.9
"550",2014-08-08,4.3640350877193,0.241850220264317,10.6857142857143,27.9910714285714,8.84285714285714,22.1654411764706,60.815625,2.93981481481481,0.431481481481481,0.366037735849057,1.35871428571429,0.311714285714286,28.2,35.5,18.9,0,28,14.4
"622",2014-08-09,4.52777777777778,0.212037037037037,5.30434782608696,23.2753623188406,8.91666666666667,19.9090909090909,57.0384615384615,2.52291666666667,0.317708333333333,0.247916666666667,1.32878787878788,0.300909090909091,26.7,34,18,0,32,12.6
"694",2014-08-10,4,0.222790697674419,2.44827586206897,14.4137931034483,9.50694444444444,20.0227272727273,77.983922829582,1.25,0.305208333333333,0.130208333333333,1.30708333333333,0.283888888888889,26.7,33.4,17.4,0,31,13.7
"766",2014-08-11,4.28318584070797,0.249115044247788,9.0355871886121,25.0427046263345,9.70138888888889,21.8827838827839,67.7484472049689,2.10792079207921,0.4,0.221782178217822,1.30319444444444,0.291666666666667,26.9,34,17.3,0,35,7.8
"838",2014-08-12,4.39574468085106,0.260851063829787,6.37937062937063,24.3304195804196,8.47794117647059,22.4130434782609,70.2939393939394,3.28990825688073,0.451376146788991,0.369724770642202,1.27455882352941,0.306911764705882,27.3,35,18.6,0,35,11.5
"910",2014-08-13,3.96666666666667,0.215416666666667,4.015625,13.6753472222222,4.90277777777778,12.048951048951,75.2291666666667,2.51315789473684,0.269491525423729,0.203389830508475,1.24888888888889,0.287638888888889,24.8,30.2,19,0,33,13.9
"982",2014-08-14,4.025,0.24125,3.35243055555556,15.4965277777778,7.72916666666667,18.4444444444444,83.8452380952381,1.43865546218487,0.261666666666667,0.168333333333333,1.25152777777778,0.284305555555556,22.7,31.5,15,0,34,10.4
"1054",2014-08-15,4.12083333333333,0.250833333333333,2.47743055555556,15.8767361111111,9.04895104895105,20.4295774647887,89.4404761904762,1.2425,0.2525,0.149166666666667,1.26333333333333,0.291805555555556,24.4,33.3,14.8,0,28,7
"1126",2014-08-16,3.99583333333333,0.258333333333333,2.51909722222222,11.3524305555556,10.3636363636364,19.5352112676056,86.2202380952381,0.68,0.215,0.119166666666667,1.24402777777778,0.268888888888889,23.3,31.7,16,0,36,11.1
"1198",2014-08-17,4.13333333333333,0.2725,5.61805555555556,18.6892361111111,10.3819444444444,21.6293706293706,81.6160714285714,1.25666666666667,0.345,0.215833333333333,1.27388888888889,0.283611111111111,24.6,34,14.6,0,37,5.7
"1270",2014-08-18,4.325,0.289166666666667,7.12020905923345,26.6324041811847,13.5454545454545,31.801393728223,71.5178571428571,3.01132075471698,0.498198198198198,0.348648648648649,1.31359375,0.29890625,26.1,34.2,18.8,0,42,11.7
"1342",2014-08-19,4.19327731092437,0.273529411764706,5.73274336283186,27.3575221238938,9.59285714285714,18.0281690140845,73.9181818181818,2.78083333333333,0.43,0.239166666666667,1.21633802816901,0.257887323943662,25.7,33.5,17,0,29,12
"1414",2014-08-20,4.23430962343096,0.297907949790795,6.68826619964974,26.9614711033275,13.3943661971831,28.1006944444444,84.6526946107784,2.41666666666667,0.440833333333333,0.266666666666667,1.21736111111111,0.262638888888889,24.8,32.4,16,0,30,7.6
"1486",2014-08-21,4.125,0.257916666666667,5.62847222222222,23.5347222222222,9.33812949640288,20.5177304964539,66.4880952380952,1.98272727272727,0.335135135135135,0.210810810810811,1.18513888888889,0.235416666666667,24.5,31.5,15.1,0,34,12
"1558",2014-08-22,4.17916666666667,0.24375,5.40798611111111,21.3697916666667,9.9020979020979,21.7208480565371,72.5059523809524,1.7725,0.338333333333333,0.208333333333333,1.21736111111111,0.246111111111111,23.8,30,18.3,0,36,10.7
"1630",2014-08-23,4.1125,0.256666666666667,4.83854166666667,21.9097222222222,7.07638888888889,12.8745644599303,74.0297619047619,1.51916666666667,0.3025,0.17,1.19619718309859,0.250985915492958,23.3,32.1,14.4,0,36,8
"1702",2014-08-24,4.19166666666667,0.26625,5.09375,23.2013888888889,9.59859154929577,20.1881533101045,74.4761904761905,1.40083333333333,0.285,0.154166666666667,1.18291666666667,0.2675,25.4,33.5,15.7,0,28,8
"1774",2014-08-25,4.96666666666667,0.326666666666667,12.5104166666667,40.7586805555556,11.6597222222222,24.8506944444444,64.1607142857143,3.41565217391304,0.600869565217391,0.432173913043478,1.29936507936508,0.292222222222222,26.4,35.2,15,0,22,12.2
"1846",2014-08-26,4.1875,0.24125,10.4965277777778,23.8541666666667,11.7552447552448,29.2961672473868,54.9583333333333,2.11150442477876,0.384955752212389,0.333628318584071,1.20652777777778,0.24375,27.5,35.4,18,0,30,14.6
"1918",2014-08-27,4.15416666666667,0.262916666666667,10.2986111111111,26.6423611111111,11.6666666666667,23.7027972027972,50.1101190476191,2.62347826086957,0.52695652173913,0.36695652173913,1.18861111111111,0.240277777777778,27.5,35.5,19,0,36,6.1
"1990",2014-08-28,4.79661016949153,0.298728813559322,17.1923076923077,34.6958041958042,13.4071428571429,29.6338028169014,45.1626506024096,4.20636363636364,0.624137931034483,0.594827586206897,1.25632352941176,0.298529411764706,27.4,35.6,17,0,23,12.4
"2058",2014-08-29,4.3982683982684,0.274458874458874,10.4893992932862,32.4416961130742,10.5263157894737,26.195652173913,59.1406727828746,3.0394495412844,0.506363636363636,0.376363636363636,1.2215873015873,0.269047619047619,27.7,34.3,20.6,0,29,6.7
"2124",2014-08-30,4.0625,0.241666666666667,3.88888888888889,20.4357638888889,13.5069444444444,27.7604166666667,68.9732142857143,1.955,0.385,0.235,1.19583333333333,0.2225,26.8,34,19,0,43,6.5
"2178",2014-08-31,3.975,0.23875,3.59548611111111,20.3472222222222,12.7132867132867,22.8006993006993,72.3005952380952,1.415,0.3275,0.171666666666667,1.20791666666667,0.227638888888889,27.2,35.3,19.6,0,45,6.9
"52",2014-09-01,4.32340425531915,0.293617021276596,10.0651408450704,35.6566901408451,11.7714285714286,21.5516014234875,66.3132530120482,2.44260869565217,0.524347826086957,0.306086956521739,1.22823529411765,0.254264705882353,28.3,36.3,19,0,35,7.2
"124",2014-09-02,4.46025104602511,0.29125,9.75868055555556,33.1753472222222,13.2340425531915,30.4317343173432,66.062874251497,2.76837606837607,0.5125,0.333333333333333,1.24666666666667,0.27,29.2,38,19,0,27,10
"196",2014-09-03,4.75105485232068,0.295798319327731,12.4195804195804,34.1643356643357,14.3571428571429,30.9330985915493,64.4573170731707,3.88348623853211,0.560869565217391,0.46,1.25985294117647,0.262941176470588,27.4,35,18.6,0,33,13.5
"268",2014-09-04,4.05833333333333,0.25,7.68760907504363,24.4310645724258,10.5277777777778,22.1215277777778,55.5684523809524,2.61333333333333,0.428333333333333,0.384166666666667,1.24194444444444,0.236111111111111,25.5,31.9,19,0,40,12.8
"340",2014-09-05,4.42916666666667,0.305,15.6215277777778,38.109375,10.4895104895105,22.8815331010453,52.125,3.31932773109244,0.5775,0.510833333333333,1.34513888888889,0.297361111111111,25.3,33.1,16.3,0,33,9.1
"412",2014-09-06,4.2625,0.253333333333333,7.90798611111111,27.3246527777778,10.1666666666667,22.1458333333333,47.9523809523809,1.76833333333333,0.336666666666667,0.2275,1.31888888888889,0.301388888888889,24.2,31.2,16,0,37,9.4
"484",2014-09-07,4.1375,0.257916666666667,7.828125,25.4826388888889,9.45138888888889,20.21875,48.75,1.67666666666667,0.3875,0.213333333333333,1.31944444444444,0.27625,23.2,30,16,0,47,10.7
"556",2014-09-08,3.92765957446808,0.279166666666667,9.78472222222222,30.4600694444444,8.35416666666667,16,64.8541666666667,2.43716814159292,0.512389380530973,0.357522123893805,1.29861111111111,0.259444444444444,22.9,30.9,15,0,50,8.3
"628",2014-09-09,3.92857142857143,0.319831223628692,12.4034782608696,38.2921739130435,10.006993006993,19.4840989399293,63.0537313432836,2.64545454545455,0.63,0.417272727272727,1.26450704225352,0.271408450704225,23.9,31.8,16,0,45,6.3
"700",2014-09-10,3.9406779661017,0.332627118644068,12.5636998254799,38.7347294938918,12.8333333333333,29.0034843205575,62.7053571428571,3.07666666666667,0.62,0.409243697478992,1.33444444444444,0.29375,25.1,31.8,17.4,0,37,10
"772",2014-09-11,3.581589958159,0.266945606694561,7.41739130434783,24.9026086956522,7.77622377622378,18.6132404181185,65.2507462686567,2.1301724137931,0.407758620689655,0.285217391304348,1.30112676056338,0.289577464788732,23.9,29.3,18.5,0,42,12.6
"844",2014-09-12,3.84453781512605,0.316806722689076,16.0746527777778,33.3229166666667,8.22222222222222,17.8229166666667,52.6428571428571,2.72,0.568333333333333,0.469747899159664,1.32138888888889,0.2975,23.4,31,14.6,0,44,7.2
"916",2014-09-13,3.84583333333333,0.307083333333333,10.5243055555556,32.4375,8.8125,18.3784722222222,49.7142857142857,2.34033613445378,0.479166666666667,0.323333333333333,1.33611111111111,0.310694444444444,23.5,31.5,15.6,0,42,7.8
"988",2014-09-14,3.64583333333333,0.29125,6.56423611111111,28.2829861111111,7.76388888888889,16.96875,52.6369047619048,1.70416666666667,0.393333333333333,0.2175,1.27680555555556,0.295972222222222,22.7,29.7,14.7,0,41,12.2
"1060",2014-09-15,3.89075630252101,0.350209205020921,17.3078260869565,34.2365217391304,6.81560283687943,16.356890459364,48.8798798798799,2.43362831858407,0.685964912280702,0.467543859649123,1.3025,0.272916666666667,20.7,26.7,15,4.83,57,9.8
"1132",2014-09-16,4.28270042194093,0.348101265822785,14.7517482517483,34.8741258741259,9.97872340425532,26.2404181184669,50.7314814814815,3.12314814814815,0.633333333333333,0.481081081081081,1.29140845070423,0.29169014084507,21.3,28.6,14,0,45,15
"1204",2014-09-17,3.56903765690377,0.293697478991597,8.28646748681898,25.8260105448155,9.28776978417266,17.9081272084806,49.7147147147147,2.16601941747573,0.478640776699029,0.301941747572816,1.26736111111111,0.254583333333333,20.4,26.9,17,0,63,15.2
"1276",2014-09-18,3.61924686192469,0.302941176470588,10.2090592334495,29.8344947735192,7.51079136690648,13.7634408602151,41.6268656716418,2.7552380952381,0.622857142857143,0.482857142857143,1.32666666666667,0.270833333333333,19.3,26.2,15.8,0.76,66,13.1
"1348",2014-09-19,3.6375,0.315416666666667,10.9442508710801,32.1585365853659,7.91549295774648,14.3014184397163,34.9014925373134,2.71636363636364,0.627272727272727,0.468181818181818,1.37366197183099,0.272112676056338,18.1,24.1,14.9,1.52,75,10.4
"1420",2014-09-20,4.0125,0.360416666666667,18.0850694444444,36.8680555555556,8.21527777777778,13.125,35.8273809523809,3.05333333333333,0.579166666666667,0.404166666666667,1.31319444444444,0.289583333333333,19.3,26.6,13,0,62,6.5
"1492",2014-09-21,3.95833333333333,0.3,5.13194444444444,23.9097222222222,8.35915492957746,15.1802120141343,61.2321428571429,1.53916666666667,0.383333333333333,0.1725,1.28125,0.256527777777778,21.3,28.6,15,0,50,10.7
"1564",2014-09-22,3.61344537815126,0.311344537815126,12.3634782608696,30.3408695652174,7.78169014084507,13.6888111888112,48.7113095238095,1.91238938053097,0.452212389380531,0.249557522123894,1.1725,0.231388888888889,18.9,25.6,14.5,9.91,68,8.3
"1636",2014-09-23,3.39075630252101,0.310041841004184,15.1145833333333,28.8975694444444,8.22535211267606,14.1789473684211,51.1577380952381,2.37757009345794,0.615740740740741,0.400925925925926,1.06287878787879,0.199848484848485,18.7,24.7,12,0,62,9.6
"1708",2014-09-24,3.06837606837607,0.358577405857741,13.0382608695652,40.7460869565217,8.64335664335664,13.6156583629893,43.1432835820896,3.32708333333333,0.720833333333333,0.472916666666667,1.08930555555556,0.208055555555556,17.4,22.6,14,0,69,7.6
"1780",2014-09-25,3.85294117647059,0.377916666666667,13.0225694444444,32.5711805555556,20.7847222222222,25.6690647482014,58.2589285714286,2.74299065420561,0.611111111111111,0.415740740740741,1.06444444444444,0.229444444444444,16.9,24.4,10,0,42,9.8
"1852",2014-09-26,3.57083333333333,0.41,17.5,42.5850694444444,19.5208333333333,27.8561403508772,54.0505952380952,3.16166666666667,0.646666666666667,0.663333333333333,1.17714285714286,0.242714285714286,17.6,25.9,10.9,0,53,4.6
"1924",2014-09-27,2.67916666666667,0.330833333333333,7.28125,28.5607638888889,16.3055555555556,23.7003484320557,58.3869047619048,2.1725,0.484166666666667,0.280833333333333,1.41569444444444,0.342083333333333,18.7,24.9,13,0,60,11.5
"1996",2014-09-28,2.55833333333333,0.332083333333333,5.51736111111111,25.7864583333333,16.5416666666667,22.2152777777778,57.1130952380952,1.43416666666667,0.410833333333333,0.186666666666667,1.39416666666667,0.343333333333333,18.8,22.2,16,0,70,3.7
"2064",2014-09-29,3.42857142857143,0.47071129707113,36.1498257839721,47.3344947735192,16.0833333333333,21.9609929078014,34.7589285714286,4.91512605042017,1.04833333333333,0.8525,1.59083333333333,0.435833333333333,18.7,25.1,13.9,0,67,5.6
"2130",2014-09-30,3.80753138075314,0.507983193277311,38.027972027972,52.7937062937063,12.7361111111111,20.2847222222222,38.8738738738739,6.39666666666667,1.16333333333333,1.10416666666667,1.47291666666667,0.449305555555556,18.5,27.1,11,0,55,4.6
"58",2014-10-01,2.7625,0.319166666666667,11.7135416666667,32.0208333333333,13.2916666666667,24.2881944444444,50.8660714285714,3.00810810810811,0.622522522522522,0.444144144144144,1.38847222222222,0.386111111111111,20.1,27.1,14,0,61,7
"130",2014-10-02,3.04583333333333,0.325,13.0923344947735,35.3170731707317,12.7083333333333,24.8645833333333,44.6976047904192,4.37727272727273,0.755045871559633,0.568181818181818,1.43128571428571,0.411428571428571,20.6,27.8,15,0,61,4.4
"202",2014-10-03,3.25210084033613,0.406666666666667,25.5228070175439,46.6,13.6319444444444,27.3368055555556,41.8012048192771,4.86422018348624,0.906306306306306,0.683783783783784,1.50194444444444,0.435694444444444,20,27.1,14,0,63,5.6
"274",2014-10-04,3.18333333333333,0.357083333333333,16.3194444444444,42.96875,12.4236111111111,21.1006944444444,44.9672619047619,3.48,0.630833333333333,0.438333333333333,1.45583333333333,0.435277777777778,19.3,27.1,11.7,0,57,6.7
"346",2014-10-05,2.77083333333333,0.317083333333333,6.28645833333333,31.2135416666667,13.1388888888889,22.6458333333333,62.0327380952381,1.84083333333333,0.483333333333333,0.275,1.39666666666667,0.413472222222222,19.4,26.1,12.8,0,49,9.3
"418",2014-10-06,3.1375,0.37375,27.2586805555556,36.9079861111111,12.1197183098592,22.3310104529617,46.7844311377246,3.72649572649573,0.74017094017094,0.520512820512821,1.51666666666667,0.479444444444444,17.7,25.4,9.8,0,56,10.6
"490",2014-10-07,2.5397489539749,0.278661087866109,9.40630472854641,22.9912434325744,7.54929577464789,14.3531468531469,45.6846846846847,2.11545454545455,0.526363636363636,0.331818181818182,1.33408450704225,0.382112676056338,18,23.4,13,0,64,13
"562",2014-10-08,2.925,0.300416666666667,14.9384885764499,30.6854130052724,9.66666666666667,18.4683098591549,33.6358208955224,3.26440677966102,0.679831932773109,0.573109243697479,1.47029411764706,0.376911764705882,18.8,25.3,13,0,65,12.8
"634",2014-10-09,2.70416666666667,0.27,13.4415357766143,25.1221640488656,7.94444444444444,12.8645833333333,26.1547619047619,2.75333333333333,0.635833333333333,0.581666666666667,1.33083333333333,0.349444444444444,18.3,20,16,1.27,85,11.9
"706",2014-10-10,2.75833333333333,0.31125,16.7469458987784,39.2006980802792,7.10489510489511,10.506993006993,28.9731343283582,2.86666666666667,0.703333333333333,0.685,1.31076923076923,0.297230769230769,17.1,20.8,15,48.01,83,7.2
"778",2014-10-11,2.65,0.299166666666667,10.2795138888889,28.5972222222222,6.88732394366197,11.2439024390244,32.3005952380952,2.49803921568627,0.575490196078431,0.524509803921569,1.28803921568627,0.197450980392157,16.9,21.2,14,5.33,84,9.6
"850",2014-10-12,2.45833333333333,0.259583333333333,3.62673611111111,17.0104166666667,5.27777777777778,8.47916666666667,60.0684523809524,1.30416666666667,0.380208333333333,0.301041666666667,1.20208333333333,0.242708333333333,15.6,20.2,12.9,13.21,72,20.6
"922",2014-10-13,2.51260504201681,0.302916666666667,6.92657342657343,21.9213286713287,7.25,11.9791666666667,55.0748502994012,1.82019230769231,0.516346153846154,0.452884615384615,1.17087719298246,0.235438596491228,14.4,17.7,11,2.03,77,20.6
"994",2014-10-14,2.77215189873418,0.348510638297872,13.341592920354,39.3256637168142,7.6875,11.8776223776224,46.8348623853211,2.90924369747899,0.654621848739496,0.676470588235294,1.23430555555556,0.250694444444444,12.6,16,9,9.4,78,11.5
"1066",2014-10-15,3.0546218487395,0.373529411764706,19.5696649029982,37.984126984127,10.8472222222222,22.2395833333333,29.2981927710843,3.06333333333333,0.675,0.555833333333333,1.28236111111111,0.268888888888889,12.8,17,7.8,2.79,88,5.4
"1138",2014-10-16,3.07531380753138,0.323008849557522,18.1768953068592,31.5992779783394,9.38888888888889,16.8541666666667,28.6728971962617,4.30515463917526,0.667521367521367,0.842735042735043,1.33216666666667,0.338166666666667,18.2,22,15,0,75,13
"1210",2014-10-17,3.7625,0.455,43.4529616724739,46.2543554006969,13.5804195804196,22.2465277777778,24.7701492537313,8.37454545454545,1.16083333333333,1.41916666666667,1.46151515151515,0.32030303030303,17.7,23,13.7,0,73,5.7
"1282",2014-10-18,4,0.429166666666667,28.9513888888889,44.5555555555556,13.6111111111111,26.8048780487805,29.0416666666667,5.41680672268908,0.846666666666667,0.696666666666667,1.27847222222222,0.269166666666667,17.7,27.1,11,0,67,6.3
"1354",2014-10-19,3.525,0.375416666666667,14.6788194444444,37.9027777777778,15.0347222222222,35.1597222222222,38.8422619047619,2.90916666666667,0.536666666666667,0.301666666666667,1.25291666666667,0.249861111111111,18.7,27.3,12,0,63,6.3
"1426",2014-10-20,5.1,0.672916666666667,67.8472222222222,62.546875,22.3194444444444,44.8745644599303,26.3452380952381,11.2091666666667,1.69583333333333,1.94083333333333,1.44596153846154,0.352115384615385,18.4,27.3,11.6,0,59,4.8
"1498",2014-10-21,5.57083333333333,0.635,74.9670138888889,69.3732638888889,26.2307692307692,59.8566433566434,22.4196428571429,10.7366071428571,1.54553571428571,1.82321428571429,1.54971014492754,0.374347826086957,18.9,30,10,0,56,4.1
"1570",2014-10-22,3.95416666666667,0.433333333333333,24.907180385289,47.2679509632224,12.4042553191489,30.1358885017422,34.9523809523809,4.73140495867769,0.652892561983471,0.554545454545455,1.47291666666667,0.356111111111111,18.6,25,13.6,0,36,7.8
"1642",2014-10-23,5.14529914529915,0.554700854700855,53.5175438596491,64.3929824561403,13.5703703703704,27.9280575539568,25.3818181818182,6.58976377952756,1.01259842519685,0.908661417322835,1.505,0.320151515151515,16.3,26,7,0,39,5.4
"1714",2014-10-24,5.26666666666667,0.56375,61.9300699300699,56.8076923076923,18.8819444444444,42.2587412587413,23.9880239520958,7.81748251748252,1.05625,1.175,1.613,0.374714285714286,18.9,28,11,0,48,7.2
"1786",2014-10-25,4.09166666666667,0.43,27.1927083333333,43.3940972222222,13.9791666666667,29.8501742160279,33.3095238095238,3.76805555555556,0.758333333333333,0.68125,1.48888888888889,0.346527777777778,18.6,27.4,11,0,50,3.9
"1858",2014-10-26,4.1,0.43125,27.5503472222222,39.5486111111111,13.7832167832168,29.3229166666667,32.2351190476191,3.09375,0.682638888888889,0.496527777777778,1.49402777777778,0.35375,17.2,28,9,0,53,4.4
"1930",2014-10-27,5.2563025210084,0.593670886075949,64.3450704225352,63.3838028169014,17.8888888888889,40.2118055555556,23.1580547112462,7.38450704225352,1.18239436619718,1.21267605633803,1.5787323943662,0.403661971830986,16.3,25.4,9,0,55,4.8
"2002",2014-10-28,5.4125,0.628333333333333,65.0284697508897,67.5266903914591,22.4577464788732,43.9826388888889,22.0416666666667,6.493,0.982692307692308,1.11634615384615,1.62805555555556,0.400277777777778,14.6,23.4,8,0,70,4.6
"2070",2014-10-29,5.70292887029289,0.690794979079498,81.6643356643357,74.506993006993,22.6783216783217,44.2832167832168,22.3413173652695,11.3698275862069,2.34827586206897,2.15431034482759,1.64671428571429,0.399857142857143,15.9,24.7,9,0,65,3.5
"2136",2014-10-30,6.51054852320675,0.762761506276151,92.6296296296296,77.5343915343915,22.1971830985915,40.65625,19.4149253731343,11.3483606557377,2.4392,2.09307692307692,1.63486111111111,0.427222222222222,16.1,26.7,8.5,0,60,3.7
"2184",2014-10-31,5.57446808510638,0.576890756302521,56.9490333919156,61.3497363796134,17.3402777777778,34.3636363636364,25.4744744744745,7.09264705882353,1.95524475524476,1.19858156028369,1.58430555555556,0.388472222222222,15.4,24.3,8,0,58,6.1
"64",2014-11-01,5.6625,0.53875,46.4131944444444,59.7708333333333,17.5902777777778,31.78125,26.1785714285714,5.18472222222222,1.40428571428571,0.909027777777778,1.57763888888889,0.389861111111111,13.8,22.9,7.4,0,66,5
"136",2014-11-02,4.67916666666667,0.430833333333333,20.7686956521739,41.3721739130435,15.0347222222222,25.3031358885017,32.7164179104478,3.83916083916084,1.33191489361702,0.586713286713287,1.57222222222222,0.377222222222222,13.3,20.4,7.7,0,75,6.9
"208",2014-11-03,3.69620253164557,0.355274261603376,13.9842657342657,33.9300699300699,6.5886524822695,11.386524822695,38.1141141141141,2.89626865671642,1.42481751824818,0.686764705882353,1.51826086956522,0.305652173913044,11.9,16.5,9,3.81,86,15.6
"280",2014-11-04,4.8,0.349166666666667,9.19965277777778,25.3298611111111,5.92361111111111,8.38541666666667,59.0803571428571,2.52043795620438,1.42482269503546,0.560283687943262,1.41708333333333,0.320833333333333,10.2,12.9,8.9,15.24,66,19.8
"352",2014-11-05,5.80590717299578,0.400840336134454,15.7417102966841,35.7242582897033,9.30496453900709,12.8736842105263,47.9101796407186,2.8304,1.14645669291339,0.644094488188976,1.45085714285714,0.351142857142857,9.3,13.8,4,0,59,8.7
"424",2014-11-06,4.90416666666667,0.405833333333333,26.0243055555556,40.0173611111111,10.1736111111111,16.8541666666667,36.6398809523809,3.15196850393701,0.777952755905512,0.840157480314961,1.56125,0.298194444444444,9.4,15.6,3,0,66,10.2
"496",2014-11-07,4.03765690376569,0.3418410041841,11.64,33.5269565217391,7.71328671328671,12.1608391608392,42.6358208955224,2.35357142857143,0.627142857142857,0.575714285714286,1.42943661971831,0.300704225352113,13.3,18,10,0,72,16.5
"568",2014-11-08,3.85774058577406,0.332217573221757,6.26260869565217,30.5582608695652,7.5,13.1463414634146,50.9583333333333,1.60555555555556,0.453472222222222,0.439583333333333,1.45513888888889,0.330833333333333,11.1,15,9,1.02,72,13.1
"640",2014-11-09,4.4875,0.364853556485356,10.4841549295775,30.4964788732394,6.05109489051095,9.0711743772242,52.5534591194969,1.35347222222222,0.518055555555556,0.319444444444444,1.47555555555556,0.3525,8.8,13.5,3,0.51,74,6.9
"712",2014-11-10,5.24583333333333,0.440833333333333,23.0520833333333,41.9322916666667,10.375,13.9513888888889,30.5544871794872,3.33194444444444,0.790972222222222,0.410416666666667,1.6095652173913,0.404347826086957,6.5,12.7,0,0,72,8.5
