date,temp_avg,temp_max,temp_min,precipitation,humidity,wind_avg_speed
12-08-2012,27.4,33,18.4,0,20,11.1
13-08-2012,26.2,32,16.8,0,22,9.6
14-08-2012,26.5,32.5,16.5,0,26,13.7
15-08-2012,24,27,20.4,0,45,19.8
16-08-2012,25.3,33,16.1,0,43,7.8
17-08-2012,29.3,39,18,0,27,7.4
18-08-2012,30.9,39,20.2,0,23,8.1
19-08-2012,31.3,36,25.8,0,26,9.4
20-08-2012,30.8,38,21.8,0,24,8.1
21-08-2012,30.8,38,20.2,0,20,10.4
22-08-2012,30.1,38,19,0,21,10.2
23-08-2012,28.2,35,17.6,0,21,15.7
24-08-2012,25.8,32,15.3,0,26,13.3
25-08-2012,26.2,32,19.5,0,29,11.9
26-08-2012,24.6,32,15.8,0,26,8.1
27-08-2012,25.8,34,16.2,0,24,10.7
28-08-2012,25.6,33,14.3,0,20,9.3
29-08-2012,26.5,32,17,0,29,12.6
30-08-2012,25.1,31.3,17,0,27,12.8
31-08-2012,20.2,28,12.6,0,30,15.9
01-09-2012,19.4,27.2,9.9,0,29,10.6
02-09-2012,19.7,27,11,0,24,12.8
03-09-2012,20.9,29,13.8,0,33,16.5
04-09-2012,21.9,29,14.6,0,37,11.1
05-09-2012,23.2,31.2,14.4,0,35,6.5
06-09-2012,24.6,32.1,16,0,32,4.6
07-09-2012,25.2,32.2,16,0,30,7
08-09-2012,24.6,33,16.3,0,35,7.4
09-09-2012,23.7,30.1,15.5,0.51,41,8.5
10-09-2012,22.9,28.6,16.4,0,36,9.1
11-09-2012,23.1,31,12.8,0,32,5.2
12-09-2012,24.4,33,14.1,0,31,9.8
13-09-2012,20.6,26,14.1,0,40,17.4
14-09-2012,21.5,32,9.8,0,25,6.9
15-09-2012,24.1,34,13.1,0,19,7.4
16-09-2012,24.4,34,12,0,19,8.5
17-09-2012,24.3,31,15.5,0,25,9.1
18-09-2012,22.7,31,14.2,0,33,6.9
19-09-2012,23.9,31,17.4,0,42,9.8
20-09-2012,23.9,29.3,18.4,0,48,9.1
21-09-2012,23.8,30,17,0,50,8.3
22-09-2012,24.1,31,16.6,0,41,7.6
23-09-2012,20.7,28,15.7,0,52,20.2
24-09-2012,18.6,23,14.7,1.52,55,23
25-09-2012,16.8,19.5,12.4,0,58,25
26-09-2012,15.5,20,11.2,5.59,56,15.4
27-09-2012,14.6,18,9.2,0.51,63,6.3
28-09-2012,15.4,17,13,10.41,95,10.6
29-09-2012,15.9,20,11.9,37.85,75,13.3
30-09-2012,14.6,20,8,0.25,62,6.1
01-10-2012,15.5,23,7.8,0,62,5
02-10-2012,16.4,24,8.6,0,60,6.5
03-10-2012,17.3,25,8.9,0,57,5.7
04-10-2012,17.8,26,9.3,0,52,4.6
05-10-2012,18.1,27,9.4,0,49,5.2
06-10-2012,17.9,24,9.5,0,58,8
07-10-2012,20.4,28.5,12.7,0,57,2.8
08-10-2012,21.3,29,13.8,0,55,7.2
09-10-2012,21.3,29,12.5,0,57,5.9
10-10-2012,21.4,27,14.6,0,64,9.8
11-10-2012,20.2,24,17.6,0,63,18.7
12-10-2012,16.9,20,13.6,0,77,4.4
13-10-2012,16.6,21,10.8,4.06,58,7.2
14-10-2012,13.9,19,8,0,63,13.5
15-10-2012,12.4,18,5.8,1.78,53,8.9
16-10-2012,12.3,20,5,0,58,6.7
17-10-2012,14.2,23,4.7,0,53,9.4
18-10-2012,17.6,21,12.8,0,55,12.6
19-10-2012,13.1,14,11.2,3.56,82,9.4
20-10-2012,14,18,11,0.51,79,6.1
21-10-2012,12.3,14,9.1,1.52,84,4.3
22-10-2012,12.4,19.2,7.8,2.54,80,3.5
23-10-2012,15,22,8.9,0,72,3.5
24-10-2012,14.3,19,9.6,0,85,5.9
25-10-2012,15,18,12.5,0.76,86,10
26-10-2012,14.5,18,10.9,7.11,79,10.4
27-10-2012,12.5,17.7,6.4,0,70,17.4
28-10-2012,7.3,12,3.4,0,56,13.7
29-10-2012,6.3,13.3,-0.3,0,66,5.2
30-10-2012,6.9,9,4.2,0,88,7.8
31-10-2012,8.7,12,3.5,12.7,81,11.5
01-11-2012,11.1,16,2.9,0,74,21.3
02-11-2012,12.8,16,8.9,0,77,19.4
03-11-2012,11.6,13,9.5,6.35,95,3.7
04-11-2012,12.9,14,10,13.21,91,7.6
05-11-2012,9.3,14,2.1,8.38,61,8
06-11-2012,8.9,14,5,0,67,11.3
07-11-2012,7,11,3,0,72,11.5
08-11-2012,11.4,13,7.4,4.32,97,5.9
09-11-2012,13.3,16,10.8,8.89,92,7.8
10-11-2012,10.9,14,8.3,0.51,85,17
11-11-2012,8.2,11.5,5,0.25,64,18.7
12-11-2012,8.2,14,3.2,0,60,10
13-11-2012,8.9,17,0.8,0,56,11.5
14-11-2012,13.8,20,7.1,0,72,6.3
15-11-2012,12.8,17,8.2,0,83,5.7
16-11-2012,13,17,9.8,0,84,3.5
17-11-2012,11.6,13,9.7,0,92,7.2
18-11-2012,11.4,16,7.3,0.25,80,7.4
19-11-2012,9.4,16,3.3,0,80,5.4
20-11-2012,8.3,12,4,0,95,4.1
21-11-2012,10,14,7.6,0,81,4.8
22-11-2012,8.7,15.3,3.9,0,76,8.3
23-11-2012,9.3,15,4,0,84,5.4
24-11-2012,10,15,6.4,0,85,3.1
25-11-2012,11.8,15,8.8,0,85,2
26-11-2012,10.5,13,6.5,0,76,8.9
27-11-2012,5.1,9,0,0.25,69,7.6
28-11-2012,3.9,9.3,-2,0,72,12.4
29-11-2012,6,9.3,2,0,57,12.6
30-11-2012,5.4,9.5,2,0,64,7.8
01-12-2012,3.2,8.7,-1.9,0,56,11.5
02-12-2012,2.1,9.6,-4.4,0,66,4.3
03-12-2012,3.5,11.3,-3.1,0,71,3.9
04-12-2012,6.8,13.4,-0.2,0,65,16.5
05-12-2012,6.9,11,2,0,57,16.9
06-12-2012,3.2,9.3,-2,0,81,3.9
07-12-2012,5.3,9,2.2,0,92,3.7
08-12-2012,6.8,11.2,1.6,0.51,66,12.8
09-12-2012,2.2,11.5,-3.1,0,76,5.6
10-12-2012,0.8,7,-3.4,0,85,3.7
11-12-2012,2.3,11,-4,0,76,6.3
12-12-2012,2.3,10,-3,0,83,3.5
13-12-2012,3.8,8,-1.1,0,88,8
14-12-2012,10.1,12.1,6.3,0.25,88,21.3
15-12-2012,12.1,14,10.2,1.02,82,24.4
16-12-2012,11.5,13.3,8.9,0,86,21.3
17-12-2012,11.2,14,2.6,0,63,14.3
18-12-2012,5.7,8.2,1.9,0,95,5
19-12-2012,8.6,10,7,0,96,4.6
20-12-2012,10.8,14,7.7,0.51,83,13.9
21-12-2012,11.7,16,9,0,83,22.2
22-12-2012,10.1,12,7.9,0,94,4.8
23-12-2012,9.6,14,4.8,0,88,7.2
24-12-2012,6.8,15.1,1.2,0,81,4.8
25-12-2012,7.5,12,3.7,0,85,7
26-12-2012,6.3,12,0.9,0,77,5.6
27-12-2012,1.1,5.8,-2.3,0,97,5
28-12-2012,3.8,13.1,-2,0,89,4.4
29-12-2012,1.6,5,-2.4,0,99,5.2
30-12-2012,2.6,4,0.1,0,99,3.1
31-12-2012,2.3,4,1,0,98,5.6
01-01-2013,5.3,9.9,1.9,1.52,94,4.3
02-01-2013,5.7,11.2,0.1,0,75,14.8
03-01-2013,5.4,13,0,0,62,4.8
04-01-2013,3.4,12.6,-3.1,0,67,4.3
05-01-2013,2.9,12.1,-3.3,0,79,4.6
06-01-2013,2.6,11,-4,0,84,4.8
07-01-2013,1.3,4,-2,0,99,4.3
08-01-2013,1.4,3.3,0.5,0,98,5.2
09-01-2013,2.7,5,0.5,0,89,3.7
10-01-2013,5.9,11.2,3.6,0,95,3
11-01-2013,7.1,9,3.7,0,89,4.6
12-01-2013,8.1,12.2,3,0,82,17.2
13-01-2013,5.7,8.3,3.3,1.78,66,20.2
14-01-2013,5.8,10.1,0.3,0,62,13.5
15-01-2013,7.1,11,2.5,0,60,22.8
16-01-2013,7.8,10.3,5.8,0,76,23.3
17-01-2013,9.7,13,5.5,0.76,68,15.4
18-01-2013,11.6,13.2,8.6,0,86,27.8
19-01-2013,8.7,11,5.5,2.79,84,25.4
20-01-2013,6.3,9,2.2,4.83,68,18.7
21-01-2013,6.8,9,4,0.51,59,20.2
22-01-2013,3.3,5.3,-0.3,0,80,15.4
23-01-2013,4.6,8,-0.3,3.05,66,20.4
24-01-2013,8.4,12.5,2.6,0,63,18.7
25-01-2013,5.2,11,0,0,78,5.9
26-01-2013,9.3,18.1,2,0,53,9.1
27-01-2013,5.9,10,0.9,0,81,11.7
28-01-2013,6.2,13.2,1,0.51,65,9.1
29-01-2013,3.4,12.2,-2,0,82,3.7
30-01-2013,5.5,14.2,-1,0,81,3.5
31-01-2013,6.8,15.8,0,0,82,4.6
01-02-2013,7.1,14,0.5,0,86,11.9
02-02-2013,7.3,11,4,0.76,60,27.4
03-02-2013,6.3,10,3,0,52,24.1
04-02-2013,6.1,15.7,-1.6,0,65,4.4
05-02-2013,7.5,16.2,-0.4,0,67,8.9
06-02-2013,7.4,11.3,3.9,0,50,25.4
07-02-2013,5.5,9.8,1.9,0,49,12.6
08-02-2013,4.8,10.4,-1,0,57,12.6
09-02-2013,5.8,11,-1,0,56,8.9
10-02-2013,3.9,10.3,-2,0,73,18.7
11-02-2013,5.3,8.4,2.9,2.29,56,24.1
12-02-2013,5,11.3,-2.3,0,55,10.6
13-02-2013,8.2,15.3,1,0,66,4.1
14-02-2013,7.4,15.6,-0.1,0,71,4.4
15-02-2013,7.2,16.1,-0.4,0,69,5.2
16-02-2013,6.4,14,-0.4,0,77,5.2
17-02-2013,6.3,11.2,0.5,0,85,8.5
18-02-2013,8.9,13.1,6,0.25,81,6.5
19-02-2013,8.7,11.4,4.5,0,87,12.4
20-02-2013,10.3,14,7.4,1.78,79,8
21-02-2013,8.9,11,6.9,0,81,13.3
22-02-2013,8.9,13,5.5,1.52,81,18.1
23-02-2013,3.7,6,0.6,2.79,59,23.2
24-02-2013,2.7,9,-2.4,0,59,10.9
25-02-2013,3.4,8,0,0.25,52,15.9
26-02-2013,3.8,9,-2.1,0,55,8.5
27-02-2013,3.8,6.4,1.4,0,67,7.2
28-02-2013,4.1,6,2,0,72,20.2
01-03-2013,7.3,13.5,2.2,0.76,55,11.1
02-03-2013,5.6,14.2,-2.7,0,62,3.5
03-03-2013,8.6,14.2,3,0,63,9.1
04-03-2013,8.7,13.5,4.7,0,73,12.2
05-03-2013,10,14,7.7,9.4,94,7.2
06-03-2013,11.2,15.1,7,8.13,85,13.3
07-03-2013,12.2,16.4,9.8,0.76,88,20.7
08-03-2013,9.8,11.2,8,10.67,90,13.3
09-03-2013,10.2,15,6.9,9.14,77,14.8
10-03-2013,8.7,13,6.6,5.08,76,21.9
11-03-2013,8.8,13,5.9,0,74,25.6
12-03-2013,8.5,12,4.6,0,63,17.2
13-03-2013,4.7,7.3,2.3,0,51,24.8
14-03-2013,5.8,10.4,-1,0,49,13
15-03-2013,6.8,13.1,-1.1,0,51,5.9
16-03-2013,8.2,11,6,0,65,10.7
17-03-2013,8.3,11,5.7,0.76,90,8.3
18-03-2013,8.5,13.3,4,4.32,56,18.3
19-03-2013,6.1,12.4,0,0,88,7.6
20-03-2013,9.2,14.7,3.7,2.03,66,8.3
21-03-2013,8.3,15.4,0.6,0,69,7
22-03-2013,8.1,13,2,0,84,10.4
23-03-2013,8.9,14.5,4.5,0.76,79,8
24-03-2013,9.6,14.1,6.8,5.59,77,13
25-03-2013,9.4,12,5,4.06,79,23
26-03-2013,12.1,15,8.9,0.51,89,23.2
27-03-2013,12.6,16.1,9,7.62,80,17.4
28-03-2013,13.1,16.4,10,0,73,21.3
29-03-2013,12.4,16,9.8,0.51,88,24.6
30-03-2013,13.6,17.6,9.9,2.29,55,21.3
31-03-2013,11.2,15.8,7,0,81,13
01-04-2013,10.8,13.7,8.3,6.86,69,15.9
02-04-2013,9.9,15,5.2,5.59,67,16.3
03-04-2013,8.1,15,3,0.25,83,7.2
04-04-2013,9.8,14.4,6,6.1,77,12
05-04-2013,7.1,10,3,0.76,67,16.5
06-04-2013,5.8,10.6,0,0,56,11.5
07-04-2013,6.7,13.4,-1.8,0,63,7.2
08-04-2013,11.4,15,8,0,60,19.6
09-04-2013,11.3,15,7,0,71,26.7
10-04-2013,13.6,18,9,0,74,18.5
11-04-2013,14.1,17.5,11.1,0,72,22.4
12-04-2013,12,17,5.4,0,63,15.2
13-04-2013,12.7,22.7,3.2,0,58,4.8
14-04-2013,16.6,26,6.1,0,49,9.1
15-04-2013,17.9,25,9.4,0,55,8.5
16-04-2013,17.9,26,9,0,57,6.9
17-04-2013,19.3,29,9,0,50,8.7
18-04-2013,19.2,28,8.3,0,47,9.3
19-04-2013,13.8,19,7,0,54,16.7
20-04-2013,11.5,20,2.4,0,37,10.6
21-04-2013,13.1,21.2,2.4,0,36,7.8
22-04-2013,14,19.9,9.1,0,34,13.3
23-04-2013,13.6,22,5,0,47,7
24-04-2013,14.6,22.6,4.9,0,47,7
25-04-2013,14.7,21.2,6.1,0,54,13.7
26-04-2013,15.4,19.3,11,0,69,9.8
27-04-2013,9.7,14.3,5.1,6.6,60,18.3
28-04-2013,6.1,9,2.7,0,62,20.9
29-04-2013,7.1,12.1,3,8.89,81,14.8
30-04-2013,8.9,14.3,6,1.27,73,6.5
01-05-2013,10,15.5,6.2,2.79,79,5.6
02-05-2013,10.9,17.4,1.9,0,65,7.4
03-05-2013,12.7,19.8,4.8,0,56,8
04-05-2013,14.7,22,5,0,50,5.9
05-05-2013,16.1,24,5.3,0,45,6.7
06-05-2013,16.9,25,6.9,0,46,14.1
07-05-2013,19.4,24,13.5,0,49,11.9
08-05-2013,20.4,25.5,15.1,0,47,9.3
09-05-2013,19,26,13.1,0,59,15.4
10-05-2013,19.4,25.1,13.2,0,53,8.3
11-05-2013,18.3,25.5,9.3,0,40,8.1
12-05-2013,18,26.1,8.8,0,35,9.1
13-05-2013,19.2,27.6,8.1,0,40,6.9
14-05-2013,16.8,24.3,13,0,69,12
15-05-2013,11.7,14,5.7,3.81,77,9.6
16-05-2013,10.3,15.4,3.4,0.51,57,14.3
17-05-2013,8.8,10.9,6.9,0.51,76,15.6
18-05-2013,9.6,14,6,6.35,69,17
19-05-2013,9.9,15.3,4.9,2.79,63,10.4
20-05-2013,9.9,16.9,2.4,4.57,69,7.2
21-05-2013,12.3,19,4.2,0.51,60,12.6
22-05-2013,16.1,24,7.1,0,50,11.5
23-05-2013,15.6,24.3,6.6,0,47,8.3
24-05-2013,16.1,24.2,7.2,0,40,8.3
25-05-2013,16.8,26.2,4.5,0,33,7.8
26-05-2013,15.6,25.3,7.9,0,55,11.3
27-05-2013,14.9,21.7,8.4,0.51,60,10.4
28-05-2013,16.1,20.4,11.8,1.52,41,19.6
29-05-2013,13.2,19.3,7.4,0,45,16.7
30-05-2013,13.3,21,5.5,5.33,57,8.1
31-05-2013,14.1,20.1,6,0,48,18.7
01-06-2013,16.4,24.3,7.9,0,43,12.4
02-06-2013,17.2,24.3,9.5,0,45,15.2
03-06-2013,18.9,27.1,9.8,0,39,8.1
04-06-2013,21.2,29.6,9.9,0,34,8.7
05-06-2013,21.7,30.6,12.7,0,38,9.3
06-06-2013,21.3,26.6,15.3,1.78,47,16.9
07-06-2013,17.3,21.2,12.6,0,55,15
08-06-2013,15.2,21.1,10.2,0,55,16.5
09-06-2013,16.1,23.1,11.3,0,64,14.3
10-06-2013,19,26.1,11.2,1.27,59,10.9
11-06-2013,21.9,30.2,12.2,0,48,7.2
12-06-2013,25.4,33.1,13.9,0,41,7.4
13-06-2013,27.1,34,16.5,0,36,13.7
14-06-2013,26.7,34,16.2,0,34,13.9
15-06-2013,26.6,35,14.8,0,24,10.4
16-06-2013,26.6,36,14.1,0,24,13
17-06-2013,21.4,25.3,16.7,0,36,18.9
18-06-2013,16.4,21.8,11,0,46,14.1
19-06-2013,15.6,20.8,9.6,0,53,8.7
20-06-2013,19.6,28,9.7,0,42,6.3
21-06-2013,21.6,29.3,14,0,40,6.7
22-06-2013,23.1,32,12.6,0,41,5.9
23-06-2013,24.4,33.2,15.8,0,33,11.7
24-06-2013,22.1,32.4,10,0,21,11.3
25-06-2013,24.8,33.5,14,0,20,8.5
26-06-2013,24.7,33.1,16,0,26,9.8
27-06-2013,24.7,33.3,16,0,32,8.1
28-06-2013,24.2,32.1,14.8,0,23,11.7
29-06-2013,25.1,33.5,16,0,30,10.4
30-06-2013,26.7,35,15.6,0,25,6.1
01-07-2013,26.4,35,17.3,0,28,10.4
02-07-2013,27.1,34,20.3,0,31,9.6
03-07-2013,27.8,36,16.9,0,29,8.7
04-07-2013,29.1,37,20.4,0,32,13.1
05-07-2013,29.9,37.8,19.9,0,24,8
06-07-2013,30.1,37.1,20.8,0,26,6.7
07-07-2013,29.9,38.1,19.7,0,24,6.9
08-07-2013,30,38.3,19.3,0,22,6.7
09-07-2013,28.8,36.8,20.1,0,30,8.9
10-07-2013,26.9,36.1,17.8,0.51,34,10.2
11-07-2013,28,36.6,19,0,30,8.5
12-07-2013,29.7,36.6,21.3,0,26,10.6
13-07-2013,27.7,35,17.9,0,23,9.8
14-07-2013,27.1,34,19.4,0,31,11.9
15-07-2013,26.9,34.6,18.5,0,34,9.1
16-07-2013,27.9,35.2,19.3,0,31,8.3
17-07-2013,27.4,35.9,19.4,0,34,10.4
18-07-2013,26.6,35.5,18,0,35,10
19-07-2013,28.6,36,18.8,0,28,9.3
20-07-2013,28.8,36.1,19.6,0,29,8.3
21-07-2013,25.6,33.5,19.3,0,41,9.8
22-07-2013,26.3,34.6,15.5,0,39,8.9
23-07-2013,28.4,34.2,19.4,0,29,11.5
24-07-2013,28.6,36,17.9,0,25,8.1
25-07-2013,29.1,37,17.7,0,26,11.7
26-07-2013,28.5,35.4,18.1,0,28,13.1
27-07-2013,22.7,25,19.9,0,40,15.6
28-07-2013,22.6,27.2,17,0,37,17.4
29-07-2013,22.2,30.3,11.6,0,34,5.7
30-07-2013,25.7,35,13.8,0,23,5.7
31-07-2013,28.6,38,17.4,0,22,12.6
01-08-2013,30.1,39,18.5,0,22,10.9
02-08-2013,29.4,35,22,0,28,15.2
03-08-2013,26.9,35,17,0,22,11.7
04-08-2013,26.3,36,14.5,0,20,7
05-08-2013,27.3,36,15.5,0,21,11.9
06-08-2013,26.9,33,18,0,26,13.9
07-08-2013,25.4,31,19,0.25,34,12
08-08-2013,22.9,31,14.5,0,35,8.7
09-08-2013,24.9,34.2,15,0,32,7.2
10-08-2013,28.8,37,18.1,0,25,7.2
11-08-2013,29.6,38,19,0,21,6.1
12-08-2013,28.5,37,21.4,0,29,10
13-08-2013,28.3,35.4,20.3,1.02,33,8.9
14-08-2013,28.8,36,20.3,0,30,7
15-08-2013,29,36,21,0,33,7.6
16-08-2013,29.1,37,21.4,0,28,13
17-08-2013,27.6,35.1,18.3,0,32,7.4
18-08-2013,28.4,36,20,0,33,5.6
19-08-2013,29.4,38,18.9,0,28,8.5
20-08-2013,29.2,37.3,20.3,0,32,8.5
21-08-2013,29.8,38,19.2,0,26,8.5
22-08-2013,28.2,36.1,18.2,0,22,10
23-08-2013,26.3,35.4,16.5,0,22,6.3
24-08-2013,26.6,34.5,18.3,0,37,8.9
25-08-2013,24.7,34,17,0,36,12.4
26-08-2013,24.4,31.8,17.5,0,41,11.1
27-08-2013,24.2,31.8,17,0,40,9.1
28-08-2013,21.7,29.3,18,0,49,10.4
29-08-2013,20.8,28.4,15.6,6.35,50,9.4
30-08-2013,22.5,30.2,14,0,43,8.7
31-08-2013,23.3,32,14,0,37,5.7
01-09-2013,24.3,32.2,16,0,33,8.9
02-09-2013,25.3,33,15.9,0,32,5.7
03-09-2013,25,34,15.2,0,30,6.9
04-09-2013,24.9,32.5,15.7,0,29,8.5
05-09-2013,23.8,30.2,16.8,0,44,8.9
06-09-2013,23,30,17.9,0,45,9.3
07-09-2013,21.2,27.4,15.6,0,48,12.4
08-09-2013,20.8,28.3,14.6,3.3,54,8.1
09-09-2013,21.2,29.3,12.4,0,34,7.4
10-09-2013,22.7,31,13.6,0,36,6.3
11-09-2013,19.1,26,13,0,51,11.9
12-09-2013,19.1,28,11,1.78,44,7
13-09-2013,21.8,30,12.7,0,39,7.6
14-09-2013,21.9,31,12.9,0,37,7.2
15-09-2013,22.6,31,12.3,0,37,7.8
16-09-2013,22.7,31.4,12.7,0,31,7.6
17-09-2013,22.2,30.6,14,0,35,6.3
18-09-2013,22.4,30.1,13.3,0,36,6.9
19-09-2013,22.7,30,15.3,0,37,8.3
20-09-2013,22.2,31,13,0,40,8.3
21-09-2013,23.6,31,17,0,35,7.6
22-09-2013,22.9,31.4,13.6,0,38,6.7
23-09-2013,23.3,32,14.2,0,40,7
24-09-2013,23.2,32,14.2,0,39,6.5
25-09-2013,23.3,31,14.2,0,41,7.8
26-09-2013,22.8,31.4,14,0,42,5.7
27-09-2013,23.1,27,19,0,47,14.3
28-09-2013,19.3,23,16,9.91,67,19.1
29-09-2013,18.4,22.1,15.5,2.03,74,23
30-09-2013,19.3,22.6,16.7,0,82,12.6
01-10-2013,21.1,25,18,1.27,70,17.8
02-10-2013,20.6,26.1,15.5,0,71,5.2
03-10-2013,21.1,25,17.5,0.25,72,9.4
04-10-2013,20,24.1,14.8,4.83,70,11.7
05-10-2013,17.7,25,10.6,1.78,59,4.8
06-10-2013,18.1,24.4,11,0,51,7.4
07-10-2013,17.1,24.7,10,0,49,7.6
08-10-2013,16.9,26,8.6,0,55,4.6
09-10-2013,17.6,26,10.5,0,53,4.6
10-10-2013,17.1,26.2,9,0,52,6.3
11-10-2013,16.2,24.6,9,0,49,7.8
12-10-2013,14.7,22.5,7,0,48,7.8
13-10-2013,12.9,19.8,6.6,0,67,6.3
14-10-2013,14.9,22.4,7.7,0,67,6.7
15-10-2013,16.9,23,10.5,0,69,8.5
16-10-2013,17.1,24.9,10.5,0,71,4.4
17-10-2013,18.2,26.9,11,0,62,5.7
18-10-2013,17.9,27,10,0,53,8.5
19-10-2013,17.5,22.2,13.9,0,67,8.9
20-10-2013,17.1,21,12,0,73,10.7
21-10-2013,15.1,21.6,9,0,69,6.5
22-10-2013,14.7,16,12,0,83,13.5
23-10-2013,15.9,20.3,13,1.78,79,10.6
24-10-2013,16.1,21,12,1.78,88,12.6
25-10-2013,15.9,18.1,14,0,96,8
26-10-2013,16.6,21,12,7.62,80,7.2
27-10-2013,14.6,21.3,8.7,0.25,75,5.7
28-10-2013,14.5,21.1,7.8,0,72,9.4
29-10-2013,11.5,16,7,0,57,12
30-10-2013,10.1,16.5,3.9,0,58,6.3
31-10-2013,9.2,19,1,0,58,2.6
01-11-2013,10.3,18,3,0,58,5.2
02-11-2013,12.1,19.2,5.7,0,76,6.9
03-11-2013,12,18,7.8,0,86,5.2
04-11-2013,13.1,16.2,9,0,80,19.4
05-11-2013,18.3,23.3,14,0,62,20.7
06-11-2013,15.2,23,8.6,0,75,5
07-11-2013,13.7,17.4,11,0,82,8.1
08-11-2013,12.4,16.3,8,0,79,9.8
09-11-2013,11.3,16.5,5.6,0,56,8.3
10-11-2013,11.8,19,6.9,0,65,5.4
11-11-2013,13,21.3,5.8,0,63,8.7
12-11-2013,13.8,22.2,6.9,0,66,7.2
13-11-2013,14.7,19.3,11,0,58,16.3
14-11-2013,11.7,18.8,6,0,51,11.3
15-11-2013,8.8,13.3,3,0,50,21.9
16-11-2013,4,8.2,2,0,78,7.4
17-11-2013,5.6,7.2,2.3,2.29,95,5.2
18-11-2013,6.9,12,2,10.16,81,10
19-11-2013,8.5,14.1,2,0.25,66,14.6
20-11-2013,6.2,11.2,1,0,53,12.8
21-11-2013,5.2,11.8,-2.3,0,61,13.7
22-11-2013,7.3,12,3.5,0,55,14.8
23-11-2013,5.9,11.4,0,0,54,13.1
24-11-2013,6.2,12.1,1,0,57,17.4
25-11-2013,6.6,15,-1,0,49,8.3
26-11-2013,4.1,12,-3,0,49,11.7
27-11-2013,4.7,12.2,-1,0,45,12.6
28-11-2013,3.9,10.3,0,0,64,9.3
29-11-2013,2.1,11.3,-5,0,65,4.8
30-11-2013,2.8,10.1,-4,0,72,11.7
01-12-2013,5.2,13.3,-1,0,47,9.1
02-12-2013,1.8,11.1,-5,0,57,6.5
03-12-2013,4.4,15.1,-3,0,61,4.4
04-12-2013,5.1,17.3,-2,0,71,4.1
05-12-2013,4.8,16.6,-3,0,68,4.3
06-12-2013,4.6,15.5,-3.1,0,57,7
07-12-2013,3.4,15.4,-4,0,54,5.2
08-12-2013,2.4,14.3,-5,0,61,3.9
09-12-2013,1.5,11.4,-5,0,74,5
10-12-2013,2.5,13.8,-5,0,72,4.8
11-12-2013,2.8,13.3,-4,0,72,5
12-12-2013,3,12.1,-4,0,77,5.2
13-12-2013,3.8,9.2,-1,0,90,2.4
14-12-2013,5.7,13.9,0.6,3.05,85,6.1
15-12-2013,4.8,15,-1,0,81,5
16-12-2013,5.8,16.5,-2,0,64,5.6
17-12-2013,3.9,10.7,-1,0,86,5.4
18-12-2013,6.3,10,2.8,0,93,5.6
19-12-2013,8.2,11.4,4.9,2.29,84,13.9
20-12-2013,5.7,10.1,0,13.21,61,21.3
21-12-2013,1.7,9.4,-4,0,74,4.8
22-12-2013,2.3,11.4,-3.2,0,76,4.4
23-12-2013,4,11.1,-2,0,77,5.9
24-12-2013,8.2,11,5.6,0,84,19.4
25-12-2013,8,11,5,17.78,82,21.9
26-12-2013,6.7,11.1,2.9,2.79,66,22.6
27-12-2013,10.2,13,7.8,0,90,23.9
28-12-2013,8.7,11,5,7.11,64,21.3
29-12-2013,3.6,10.4,-2,0,71,5.6
30-12-2013,2.3,8.5,-3,0,82,4.8
31-12-2013,4.9,8.5,2,0,91,7
01-01-2014,8.2,10,7,0,97,11.7
02-01-2014,10.9,13,8.9,4.83,95,19.1
03-01-2014,11.8,13.4,10.7,6.1,91,15.6
04-01-2014,8.6,11.2,4,7.62,80,25.9
05-01-2014,6.4,9.1,3.6,5.84,86,12.6
06-01-2014,9.3,12,6.6,0.51,84,8.3
07-01-2014,10.3,14.4,7,0,79,4.8
08-01-2014,7.9,15,3.9,0,81,4.4
09-01-2014,7.2,15,2,0,78,5.9
10-01-2014,7.7,15,1.8,0,74,4.8
11-01-2014,8,14.1,4,0,83,2.6
12-01-2014,5.4,8.4,2,0,98,3.1
13-01-2014,8.5,11.4,6,4.83,71,12.4
14-01-2014,9.2,13.1,6,0,80,21.9
15-01-2014,8.7,11,5.7,0,90,9.4
16-01-2014,8.5,10.4,5,2.79,83,16.7
17-01-2014,6.4,9.4,3,1.27,81,16.9
18-01-2014,6.9,10.1,5,7.11,87,11.7
19-01-2014,5.3,9,3,2.79,83,8.9
20-01-2014,6.4,10.5,3,3.81,59,16.5
21-01-2014,4.4,10,-2,0,84,9.4
22-01-2014,7.9,13,5,10.16,87,7.6
23-01-2014,7.4,12,3,5.59,60,18.3
24-01-2014,6.6,15,-1,0,72,9.4
25-01-2014,11.6,17.2,7,0,68,9.1
26-01-2014,10.4,17.2,3,0,74,10.6
27-01-2014,10.1,12.2,6.8,0,54,27.6
28-01-2014,6.8,8.9,4.6,0,68,26.5
29-01-2014,6.4,9.5,4,0.25,69,14.6
30-01-2014,6.4,11.5,1.1,1.27,56,14.1
31-01-2014,9.4,13.3,6,0,67,13.7
01-02-2014,9.4,13,4,0,61,24.8
02-02-2014,3.7,10.1,-2.1,0,61,7.4
03-02-2014,2.7,8.5,-2.2,0,76,11.5
04-02-2014,5.5,8.6,1,0.76,88,17.8
05-02-2014,9.5,12.8,7.3,4.57,77,24.4
06-02-2014,10.9,17.1,7.9,0,78,24.8
07-02-2014,7.4,10.3,5,2.54,77,22.6
