"","hour","station","SO2_1","CO_6","NO_7","NO2_8","PM2.5_9","PM10_10","O3_14","TOL_20","BEN_30","EBE_35","TCH_42","NMHC_44"
"42",2,28079054,0,0,18.6488340192044,36.1504343850023,0,0,43.2432308398348,0,0,0,0,0
"43",2,28079055,0,0,19.0607028753994,42.8119580100411,0,19.2926045016077,0,2.28076335877863,0.551360887096774,0.610237014624307,1.5126247689464,0.254376155268022
"44",2,28079056,0,0.405330882352941,33.536091954023,51.528275862069,0,0,33.0506212609296,0,0,0,0,0
"45",2,28079057,7.03879507074395,0.28166819431714,8.91959798994975,29.9657377798081,0,18.9652491998171,0,0,0,0,0,0
"46",2,28079058,0,0,3.07152682255846,14.7501146263182,0,0,41.4447501146263,0,0,0,1.62282407407407,0.310138888888889
"47",2,28079059,0,0,9.21932234432234,22.9093406593407,0,0,46.0549954170486,0,0,0,0,0
"48",2,28079060,0,0,9.08854404381561,30.1277955271566,0,17.9575148469621,51.0607861060329,0,0,0,0,0
"49",3,28079004,5.12997711670481,0.330670339761249,31.8155606407323,37.2022883295194,0,0,0,0,0,0,0,0
"50",3,28079008,7.46906740535549,0.313619575253924,19.6700554528651,42.4071164510166,10.8939465039887,19.0579240037071,36.1416705122289,3.56111373289287,0.646582984658298,0.872380065207266,1.49070033670034,0.16823569023569
"51",3,28079011,0,0,10.2628205128205,28.3873626373626,0,0,0,4.1957635009311,1.28981566820277,0.76073732718894,0,0
"52",3,28079016,0,0.274885004599816,8.86617781851512,29.6200733272227,0,0,42.3052245646196,0,0,0,0,0
"53",3,28079017,6.27765029830197,0,37.3313473877177,37.9220898258478,0,0,33.7263109475621,0,0,0,0,0
"54",3,28079018,3.88466882816119,0.34835876098012,15.7264719517849,32.3898933704219,0,16.7254993032977,38.1077207582062,1.88185273159145,0.294454887218045,0.401835294117647,0,0
"55",3,28079024,2.62988505747126,0.257399723374827,9.31477220432582,23.2135296824666,8.98433901427913,15.9215413184773,43.9038638454462,1.38751814223512,0.426425120772947,0.493915982617093,1.33146341463415,0.169629455909944
"56",3,28079027,0,0,8.81976212259835,27.795516925892,0,0,41.518094365552,0,0,0,1.38969879518072,0.183872633390706
"57",3,28079035,6.25913928736696,0.324421831637373,21.0824074074074,38.7101851851852,0,0,38.2452568255437,0,0,0,0,0
"58",3,28079036,5.2122052704577,0.259657248726262,11.1904761904762,28.7919556171983,0,18.1628664495114,0,0,0,0,0,0
"59",3,28079038,3.50939935809262,0,16.2120934493816,32.5038937242327,9.51696885169689,16.7599816429555,0,2.92983529411765,0.381647940074906,0.622053951727402,0,0
"60",3,28079039,0,0.284212941716384,15.3060009161704,30.8382959230417,0,0,45.2517162471396,0,0,0,0,0
"61",3,28079040,4.25735294117647,0,9.9935632183908,32.4891954022988,0,17.4071000461042,0,0,0,0,0,0
"62",3,28079047,0,0,19.0879120879121,34.4010989010989,10.4576036866359,17.9931255728689,0,0,0,0,0,0
"63",3,28079048,0,0,8.93149425287356,29.4055172413793,9.04761904761905,18.0531964535698,0,0,0,0,0,0
"64",3,28079049,0,0,16.188904172398,29.5057313159101,0,0,37.7657038055938,0,0,0,0,0
"65",3,28079050,0,0,10.1557188791915,29.4882866329812,8.60918995736618,16.3064667291471,0,0,0,0,0,0
"66",3,28079054,0,0,15.2007332722273,31.0921173235564,0,0,43.8445977011494,0,0,0,0,0
"67",3,28079055,0,0,13.5256175663312,35.3101555352242,0,16.4560515416475,0,2.09376278118609,0.459858442871587,0.57753036437247,1.51645775301764,0.253867223769731
"68",3,28079056,0,0.362736066328881,26.9460829493088,44.315668202765,0,0,34.4035977859779,0,0,0,0,0
"69",3,28079057,6.96475972540046,0.260358291226458,6.45009157509157,24.6552197802198,0,16.4070512820513,0,0,0,0,0,0
"70",3,28079058,0,0,2.75505514705882,12.5473345588235,0,0,40.5149288011024,0,0,0,1.62833718244804,0.309445727482679
"71",3,28079059,0,0,7.62522935779817,18.655504587156,0,0,47.4256198347107,0,0,0,0,0
"72",3,28079060,0,0,6.62151029748284,25.6013729977117,0,15.8315018315018,52.0201557489693,0,0,0,0,0
"73",4,28079004,4.8703196347032,0.295098488318827,26.1850159890361,32.2115121059845,0,0,0,0,0,0,0,0
"74",4,28079008,7.20405343159834,0.282019363762102,15.7740894421392,37.0806823420931,9.86155285313377,17.4121996303142,37.7508060801474,3.20974117647059,0.524096385542169,0.785621521335807,1.48533288500336,0.161741761936785
"75",4,28079011,0,0,7.73628884826325,23.8158135283364,0,0,0,3.88143851508121,1.11918311151905,0.664646464646465,0,0
"76",4,28079016,0,0.257247706422018,7.0936928702011,25.5283363802559,0,0,43.0388482632541,0,0,0,0,0
"77",4,28079017,6.10586617781852,0,31.9821591948765,33.5937785910339,0,0,33.6830500689022,0,0,0,0,0
"78",4,28079018,3.74075785582255,0.32679889298893,12.3695652173913,28.3071230342276,0,15.2537037037037,38.4252767527675,1.74609523809524,0.26618130577736,0.394595864661654,0,0
"79",4,28079024,2.57648139641709,0.249101796407186,7.99816091954023,20.3425287356322,8.53821362799263,14.9267161410019,43.3340992647059,1.37237542331882,0.415410628019324,0.498744567841622,1.33144934333959,0.168133208255159
"80",4,28079027,0,0,5.66499315381105,23.7453217708809,0,0,41.8290676416819,0,0,0,1.39033505154639,0.179158075601375
"81",4,28079035,5.99122807017544,0.301153668666359,17.7790106333796,34.4956079519186,0,0,39.2571560480148,0,0,0,0,0
"82",4,28079036,4.79455216989843,0.237372802960222,8.53185595567867,24.8347183748846,0,17.4983773759852,0,0,0,0,0,0
"83",4,28079038,3.33135283363803,0,12.6046617915905,28.3551188299817,8.87488415199259,15.6776556776557,0,2.54717514124294,0.31802895843064,0.565738555922605,0,0
"84",4,28079039,0,0.25716903344022,10.6978976234004,26.2157221206581,0,0,45.8287671232877,0,0,0,0,0
"85",4,28079040,4.08986703347088,0,7.26467889908257,28.3522935779817,0,16.2734375,0,0,0,0,0,0
"86",4,28079047,0,0,15.4547531992687,30.4017367458867,9.69227230910764,16.544373284538,0,0,0,0,0,0
"87",4,28079048,0,0,6.9811753902663,25.4393939393939,8.15811764705882,16.1987895716946,0,0,0,0,0,0
"88",4,28079049,0,0,11.8695652173913,25.6636155606407,0,0,38.3106129917658,0,0,0,0,0
"89",4,28079050,0,0,8.41200733272227,25.5504124656279,8.04444444444444,15.1089803554724,0,0,0,0,0,0
"90",4,28079054,0,0,11.7012808783166,27.247483989021,0,0,44.0114784205693,0,0,0,0,0
"91",4,28079055,0,0,9.99361022364217,31.0876312186216,0,14.6960514233241,0,1.93403275332651,0.400202224469161,0.557359635811836,1.51713358070501,0.249856215213358
"92",4,28079056,0,0.328400735294118,22.864367816092,39.3714942528736,0,0,34.9364933271974,0,0,0,0,0
"93",4,28079057,6.92286627110908,0.247250229147571,4.93056190041115,21.2654179990863,0,15.0429616087751,0,0,0,0,0,0
"94",4,28079058,0,0,2.59238881247134,11.1192113709308,0,0,39.5135259055479,0,0,0,1.63099078341014,0.307995391705069
"95",4,28079059,0,0,5.95695970695971,15.9093406593407,0,0,47.5460797799175,0,0,0,0,0
"96",4,28079060,0,0,4.89315068493151,22.0283105022831,0,14.3404936014625,52.5539305301645,0,0,0,0,0
"97",5,28079004,4.62602739726027,0.266239120476409,20.5812785388128,28.0232876712329,0,0,0,0,0,0,0,0
"98",5,28079008,6.96453247351451,0.260903642231443,12.2826187183034,32.4499769479023,9.29012634534394,15.840573012939,39.4518654997697,3.04983606557377,0.456116774791474,0.731925754060325,1.47665545087483,0.153135935397039
"99",5,28079011,0,0,5.73138419369575,20.4307903152124,0,0,0,3.68478260869565,1.0180816888481,0.603030303030303,0,0
"100",5,28079016,0,0.243001376778339,5.48080438756856,22.7915904936015,0,0,43.0845521023766,0,0,0,0,0
"101",5,28079017,5.97660550458716,0,28.2031107044831,31.1825251601098,0,0,32.7300275482094,0,0,0,0,0
"102",5,28079018,3.62459546925566,0.312090447623443,9.9560388708931,25.2545118000926,0,14.1547729379055,38.4531610521458,1.62528571428571,0.248778195488722,0.405312646920545,0,0
"103",5,28079024,2.52527573529412,0.24073732718894,6.73183072677093,18.1412143514259,8.17834101382488,14.2011147236414,42.4489889705882,1.3649419729207,0.403476581361661,0.486817962337035,1.33313734713076,0.167742238946378
"104",5,28079027,0,0,5.50935645823825,23.9287996348699,0,0,39.5479890310786,0,0,0,1.39828178694158,0.17942439862543
"105",5,28079035,5.84626038781163,0.278587909552377,15.2561257512714,31.6495607951919,0,0,39.5253924284395,0,0,0,0,0
"106",5,28079036,4.51385041551247,0.225531914893617,6.97691597414589,22.7968605724838,0,16.0931849791377,0,0,0,0,0,0
"107",5,28079038,3.22486288848263,0,10.5393053016453,25.5968921389397,8.37146827234831,14.8836463582226,0,2.36523787093735,0.292793635938231,0.522385234264079,0,0
"108",5,28079039,0,0.243950504124656,9.06218564243256,23.8879743941472,0,0,45.2571950662403,0,0,0,0,0
"109",5,28079040,4.01925722145805,0,5.96422018348624,26.2266055045872,0,15.1655933762649,0,0,0,0,0,0
"110",5,28079047,0,0,12.7614259597806,27.5530164533821,9.0459981600736,15.1437070938215,0,0,0,0,0,0
"111",5,28079048,0,0,5.64816513761468,22.1321100917431,7.68894117647059,14.9976733364356,0,0,0,0,0,0
"112",5,28079049,0,0,8.34187643020595,22.324942791762,0,0,39.1294010059442,0,0,0,0,0
"113",5,28079050,0,0,7.13382218148488,23.263061411549,7.7290780141844,14.3634237605239,0,0,0,0,0,0
"114",5,28079054,0,0,10.6870997255261,26.0178408051235,0,0,42.8834327673245,0,0,0,0,0
"115",5,28079055,0,0,10.5164383561644,32.4470319634703,0,13.6239669421488,0,1.74550590652286,0.371037974683544,0.530430379746835,1.52338126159555,0.250431354359926
"116",5,28079056,0,0.306114942528736,18.2152713891444,35.123735050598,0,0,35.7536832412523,0,0,0,0,0
"117",5,28079057,6.88863532633501,0.240421631530706,4.09227957971677,19.3375970762905,0,13.9547945205479,0,0,0,0,0,0
"118",5,28079058,0,0,2.34832491968793,10.0408444240477,0,0,38.6396148555708,0,0,0,1.64221198156682,0.309377880184332
"119",5,28079059,0,0,4.92811355311355,14.3434065934066,0,0,46.9413382218148,0,0,0,0,0
"120",5,28079060,0,0,4.26118721461187,20.1949771689498,0,13.437899543379,51.9862888482633,0,0,0,0,0
"121",6,28079004,4.52694063926941,0.254008245533669,18.9493150684931,26.9351598173516,0,0,0,0,0,0,0,0
"122",6,28079008,6.8650391524643,0.24536652835408,10.7238358690641,31.9359151682803,9.04490177736202,15.5311778290993,38.2252418240442,2.81231917872142,0.411033843300881,0.684361948955917,1.47491251682369,0.147765814266487
"123",6,28079011,0,0,5.282320694381,19.9707629054363,0,0,0,3.51561492399816,0.945825688073395,0.564249655805415,0,0
"124",6,28079016,0,0.240890316659018,5.04890310786106,23.069012797075,0,0,40.9903978052126,0,0,0,0,0
"125",6,28079017,5.90650779101742,0,27.6302059496568,31.6961098398169,0,0,30.248966467616,0,0,0,0,0
"126",6,28079018,3.5771719038817,0.311669741697417,9.35800185013876,24.7548566142461,0,14.066265060241,36.7606088560886,1.49109426811937,0.235727699530516,0.401972757162987,0,0
"127",6,28079024,2.49058337161231,0.234101382488479,5.70344827586207,16.5540229885057,7.99031365313653,13.533240353324,41.4894204231831,1.3284813197477,0.391428571428571,0.484697336561743,1.33538642789821,0.167059377945335
"128",6,28079027,0,0,7.68005476951164,28.1912368781378,0,0,34.7298903107861,0,0,0,1.4116323024055,0.1803264604811
"129",6,28079035,5.74826789838337,0.272853185595568,14.8422026839426,31.1383618695049,0,0,38.5339491916859,0,0,0,0,0
"130",6,28079036,4.42936288088643,0.229324699352451,6.88365650969529,23.1394275161588,0,15.5877437325905,0,0,0,0,0,0
"131",6,28079038,3.20292504570384,0,9.96252285191956,25.5255941499086,8.46342592592593,14.470695970696,0,2.22891396332863,0.267197750702905,0.483577851396119,0,0
"132",6,28079039,0,0.237763519706691,8.45679012345679,23.6273433927755,0,0,43.910004568296,0,0,0,0,0
"133",6,28079040,4.00320953690967,0,5.88990825688073,26.797247706422,0,14.901888530631,0,0,0,0,0,0
"134",6,28079047,0,0,11.3039305301645,27.3953382084095,8.94891854578923,14.7069597069597,0,0,0,0,0,0
"135",6,28079048,0,0,5.05547913801009,21.467216872994,7.73471307619944,14.5807352256864,0,0,0,0,0,0
"136",6,28079049,0,0,6.60750228728271,20.907593778591,0,0,38.5395518975766,0,0,0,0,0
"137",6,28079050,0,0,7.69283746556474,24.0179063360882,7.57737813535258,13.9569489939167,0,0,0,0,0,0
"138",6,28079054,0,0,10.5791399817017,26.2008234217749,0,0,41.1005048187242,0,0,0,0,0
"139",6,28079055,0,0,15.9497716894977,38.9561643835616,0,14.0770995869665,0,1.71545174537988,0.364858012170385,0.51976685250887,1.53806511627907,0.254293023255814
"140",6,28079056,0,0.31015625,19.7540229885057,36.3324137931034,0,0,33.4373271889401,0,0,0,0,0
"141",6,28079057,6.84892743039708,0.236342804766269,3.98629511192325,19.3275468250343,0,13.5383561643836,0,0,0,0,0,0
"142",6,28079058,0,0,2.36576411197797,10.0536943552088,0,0,36.8885321100917,0,0,0,1.64937788018433,0.310783410138249
"143",6,28079059,0,0,4.8040293040293,15.2632783882784,0,0,44.0169569202566,0,0,0,0,0
"144",6,28079060,0,0,4.09132420091324,20.1520547945205,0,13.1872146118721,50.319012797075,0,0,0,0,0
"145",7,28079004,4.77843764275925,0.284967919340055,28.0479671082686,32.1461854728186,0,0,0,0,0,0,0,0
"146",7,28079008,7.02858460119871,0.262701705855233,15.6488232579603,39.7420396862021,9.62746016869728,16.1295097132285,31.4271889400922,2.64918490917559,0.420649651972158,0.661356247097074,1.47658355795148,0.151415094339623
"147",7,28079011,0,0,8.29080932784636,27.360768175583,0,0,0,3.36145689257722,0.922840073529412,0.525563218390805,0,0
"148",7,28079016,0,0.25387792565397,8.49131627056673,31.459323583181,0,0,33.6295111923253,0,0,0,0,0
"149",7,28079017,6.19303071985328,0,37.9056776556777,38.8704212454212,0,0,24.3331803579624,0,0,0,0,0
"150",7,28079018,3.64279112754159,0.340405904059041,11.8593894542091,29.2918593894542,0,14.2203703703704,31.7933579335793,1.4989598108747,0.242957746478873,0.386754344762799,0,0
"151",7,28079024,2.46210381258613,0.229847996315062,4.88965517241379,16.3420689655172,7.85437788018433,13.1648096564531,39.6856617647059,1.28495145631068,0.377788554801164,0.479360465116279,1.33731167608286,0.166026365348399
"152",7,28079027,0,0,18.4924691921497,40.335006846189,0,0,26.1329981718464,0,0,0,1.4185824742268,0.185601374570447
"153",7,28079035,5.88452655889146,0.290073868882733,16.7052290606201,34.819527996298,0,0,34.6249422632794,0,0,0,0,0
"154",7,28079036,4.92240184757506,0.275242943081907,12.3353348729792,30.662817551963,0,16.8858468677494,0,0,0,0,0,0
"155",7,28079038,3.38025594149909,0,13.7513711151737,30.9926873857404,9.11857341361742,15.1460622710623,0,2.19459840300611,0.286704119850187,0.460378250591017,0,0
"156",7,28079039,0,0.261136571952337,13.3008687700046,31.4545038866027,0,0,37.2891731384194,0,0,0,0,0
"157",7,28079040,4.11467889908257,0,9.58467186782928,35.722349701698,0,15.815668202765,0,0,0,0,0,0
"158",7,28079047,0,0,14.3025594149909,33.4113345521024,9.34438305709024,15.4162087912088,0,0,0,0,0,0
"159",7,28079048,0,0,5.89266055045872,26.0844036697248,8.28564705882353,15.3950674732434,0,0,0,0,0,0
"160",7,28079049,0,0,6.0416285452882,23.6427264409881,0,0,34.9492223238792,0,0,0,0,0
"161",7,28079050,0,0,14.2696011004127,33.6203576341128,7.94081439393939,15.2326779026217,0,0,0,0,0,0
"162",7,28079054,0,0,15.6985361390668,33.3279963403477,0,0,34.5502985760221,0,0,0,0,0
"163",7,28079055,0,0,24.8561643835616,48.2812785388128,0,15.4451583295089,0,1.77494866529774,0.402234636871508,0.501828339258507,1.54724603914259,0.259287045666356
"164",7,28079056,0,0.371402298850575,39.42502299908,48.9613615455382,0,0,25.6468692449355,0,0,0,0,0
"165",7,28079057,6.91967138293017,0.248350137488543,5.72681589767017,24.8049337597076,0,13.9168570123344,0,0,0,0,0,0
"166",7,28079058,0,0,3.94085281980743,13.8464007336084,0,0,32.5318953648463,0,0,0,1.66101616628176,0.314849884526559
"167",7,28079059,0,0,6.0774163994503,19.7544663307375,0,0,38.2755616689592,0,0,0,0,0
"168",7,28079060,0,0,5.46185472818639,26.2019186843307,0,13.4933759707629,44.1243712848651,0,0,0,0,0
"169",8,28079004,5.61626313385107,0.394961062757673,53.2983097304705,45.1192325262677,0,0,0,0,0,0,0,0
"170",8,28079008,8.00691244239631,0.347096774193548,37.1954817888428,57.3683725218995,11.4934395501406,19.8714748035136,21.4695852534562,2.89841565703635,0.567084493964717,0.720176662017666,1.5060202020202,0.173690235690236
"171",8,28079011,0,0,20.7687385740402,43.6851005484461,0,0,0,3.55617822691778,1.09398530762167,0.521359669269637,0,0
"172",8,28079016,0,0.343729903536978,22.6200274348422,46.6890717878372,0,0,23.6805301645338,0,0,0,0,0
"173",8,28079017,6.79569399908383,0,58.2910755148741,49.6508009153318,0,0,18.5080312069757,0,0,0,0,0
"174",8,28079018,4.02634011090573,0.413145756457565,22.7526583448914,39.3120665742025,0,17.840593141798,23.9566420664207,1.68392267798208,0.302162670427833,0.377046095954845,0,0
"175",8,28079024,2.48299632352941,0.234163208852006,5.13891444342226,20.7465501379945,8.13047487321346,13.7858801672085,34.3967816091954,1.23009708737864,0.371955361475012,0.474830261881668,1.34265757290687,0.167333019755409
"176",8,28079027,0,0,35.8957952468007,52.3574040219378,0,0,20.6053955189758,0,0,0,1.43627147766323,0.195128865979381
"177",8,28079035,6.43905817174515,0.347553093259464,26.8338732068487,46.0495141138362,0,0,26.3628808864266,0,0,0,0,0
"178",8,28079036,6.15341959334566,0.376111111111111,31.9085027726433,45.1146025878004,0,21.1132776230269,0,0,0,0,0,0
"179",8,28079038,4.25651577503429,0,36.5500685871056,49.493369913123,12.2033426183844,22.3138618451553,0,2.7640169332079,0.422409751523676,0.539338061465721,0,0
"180",8,28079039,0,0.361795693999084,33.8591033851784,48.6697163769442,0,0,26.882084095064,0,0,0,0,0
"181",8,28079040,4.57928505957837,0,22.6559633027523,50.1683486238532,0,19.4264638082065,0,0,0,0,0,0
"182",8,28079047,0,0,29.1691815272062,46.2057613168724,10.6764976958525,18.2022935779817,0,0,0,0,0,0
"183",8,28079048,0,0,15.6547455295736,40.7712058688675,9.42177191328935,18.8391019644528,0,0,0,0,0,0
"184",8,28079049,0,0,9.78133577310155,33.6935041171089,0,0,26.2593778591034,0,0,0,0,0
"185",8,28079050,0,0,32.1907169117647,50.6732536764706,9.54127134724858,18.9892069450962,0,0,0,0,0,0
"186",8,28079054,0,0,33.6270022883295,46.5556064073227,0,0,26.1617647058824,0,0,0,0,0
"187",8,28079055,0,0,47.8811700182815,62.2733089579525,0,19.7029885057471,0,1.9514607893388,0.511908396946565,0.509465648854962,1.57670242537313,0.273913246268657
"188",8,28079056,0,0.490151863782789,70.4811233885819,65.2909760589319,0,0,19.0765329644998,0,0,0,0,0
"189",8,28079057,7.22090369694204,0.29839596700275,14.5404294198264,38.1311100959342,0,16.6698630136986,0,0,0,0,0,0
"190",8,28079058,0,0,13.8161393856029,26.0087116001834,0,0,23.6977491961415,0,0,0,1.67979166666667,0.324189814814815
"191",8,28079059,0,0,15.728021978022,29.4473443223443,0,0,29.7965169569203,0,0,0,0,0
"192",8,28079060,0,0,21.2073059360731,44.3200913242009,0,17.4449520328917,30.7463436928702,0,0,0,0,0
"193",9,28079004,6.54113345521024,0.516452795600367,79.1256281407035,55.0452261306533,0,0,0,0,0,0,0,0
"194",9,28079008,9.1491026231017,0.474459272894616,58.1774193548387,66.2239631336406,13.984983575786,25.7403801576263,19.5697192820985,3.8789375582479,0.981569173630455,0.94381970260223,1.54170485175202,0.200687331536388
"195",9,28079011,0,0,40.2910004568296,55.1749657377798,0,0,0,4.40272265805261,1.6979704797048,0.70327641901246,0,0
"196",9,28079016,0,0.416275862068965,37.6352402745995,53.7400457665904,0,0,21.556927297668,0,0,0,0,0
"197",9,28079017,7.39036697247706,0,77.9427131072411,55.9005499541705,0,0,18.4408651633686,0,0,0,0,0
"198",9,28079018,4.725,0.51622746185853,41.3311718388143,47.0523390458546,0,23.1277287505806,21.8397228637413,2.09578398863098,0.424077578051088,0.391339327969711,0,0
"199",9,28079024,2.68479262672811,0.254642032332563,10.8663594470046,27.2018433179724,8.9749652294854,16.3645297145531,29.8451612903226,1.22035053554041,0.383649635036496,0.480681265206813,1.35362606232295,0.173706326723324
"200",9,28079027,0,0,40.9794144556267,52.0082342177493,0,0,23.2849954254346,0,0,0,1.43493986254296,0.199716494845361
"201",9,28079035,7.77921478060046,0.430776340110906,47.137037037037,55.7125,0,0,22.9561200923788,0,0,0,0,0
"202",9,28079036,8.09519408502773,0.480249768732655,51.7443470235348,54.4896169820028,0,27.1125058112506,0,0,0,0,0,0
"203",9,28079038,5.40439158279963,0,67.5384263494968,63.0827996340348,15.4619312906221,26.7962194559705,0,4.2327521206409,0.796807511737089,0.771882408724514,0,0
"204",9,28079039,0,0.486532295006871,59.7668038408779,59.8472793781436,0,0,24.6468707172225,0,0,0,0,0
"205",9,28079040,5.18953648462598,0,37.5162918770078,56.8884809545663,0,24.2392807745505,0,0,0,0,0,0
"206",9,28079047,0,0,48.506880733945,53.55,13.1207774178621,23.411575562701,0,0,0,0,0,0
"207",9,28079048,0,0,29.7236480293309,50.2529789184235,11.8539007092199,23.7926310817194,0,0,0,0,0,0
"208",9,28079049,0,0,22.5235913879982,43.1209344938159,0,0,21.0841720036597,0,0,0,0,0
"209",9,28079050,0,0,47.0248275862069,57.9825287356322,11.162072243346,23.1300469483568,0,0,0,0,0,0
"210",9,28079054,0,0,49.7799174690509,51.4131132508024,0,0,25.973817179605,0,0,0,0,0
"211",9,28079055,0,0,58.0922795797168,64.9538602101416,0,25.8183908045977,0,2.39380757420676,0.741454730417091,0.554781281790437,1.58017265515632,0.283378441437238
"212",9,28079056,0,0.559953917050691,84.8626728110599,70.9608294930876,0,0,19.2559963099631,0,0,0,0,0
"213",9,28079057,7.64856230031949,0.36376546037563,28.5171311100959,46.9620831429877,0,21.8813327247832,0,0,0,0,0,0
